name,freebase_id,dob
Norman Malcolm,/m/032wb9,
Norbert Bolz,/m/06w9xrt,
Peter Ludlow,/m/08ht64,
Jason Stanley,/m/0kt8pp,
Ramchandra Gandhi,/m/02z69ms,
Nicholas Wolterstorff,/m/0419d0,
Kendall Walton,/m/06dty2,
Todd May,/m/03d6htc,
Muhammad Iqbal,/m/01y58x,
Stephen David Ross,/m/02qcmrd,
Franz Rosenzweig,/m/01hk6q,
Alain de Benoist,/m/02_r4k,
Bernard Bosanquet,/m/05wj_3m,
Cornel West,/m/02szmg,
Ali Shariati,/m/014_yc,
Helena Blavatsky,/m/016hbf,
John Searle,/m/012ssr,
John Cage,/m/0hgqq,
John McMurtry,/m/01tnn7,
Jean Vanier,/m/02vznn,
Judea Pearl,/m/033w0f,
Langdon Winner,/m/01q5c5,
Paul Kurtz,/m/01t5wz,
Ramakrishna,/m/026m9d,
Zygmunt Bauman,/m/0313tv,
William Lane Craig,/m/01tpjh,
Christian Thomasius,/m/01926f,
Peter Lamborn Wilson,/m/0188lg,
Philippe Descola,/m/04053hc,
Claude Lefort,/m/07xsdp,
Laurence A. Rickels,/m/03hn44b,
Hermann Heller,/m/06s79c,
John Haugeland,/m/01xw_6,
Jakob Friedrich Fries,/m/018fvk,
Friedrich Eduard Beneke,/m/018ftg,
George Boolos,/m/01y0tp,
Herbert Blumer,/m/05gqhm,
Jerzy Prokopiuk,/m/0gk95f,
Costanzo Preve,/m/0dm0q8,
Eugene Kamenka,/m/08x447,
John Passmore,/m/028950f,
Edgar Morin,/m/08nqnm,
Pavel Florensky,/m/086p39,
Arda Denkel,/m/0641mj9,
Shahab al-Din Yahya ibn Habash Suhrawardi,/m/03vjcd,
Ernest Sosa,/m/0brqns,
Isaac Israeli ben Solomon,/m/046bqg,
Christian von Ehrenfels,/m/03ks6s,
Paul Virilio,/m/02xccx,
Emil du Bois-Reymond,/m/01l6f0,
William A. Earle,/m/0dqxxp,
Peter Suber,/m/01zs6q,
Ghulam Ali Dihlawi,/m/0cmc6ws,
Roy Bhaskar,/m/02zhkm,
Giovanni Botero,/m/05zf5b,
Fazal Ali Qureshi,/m/0ch34v_,
Georg Bernhard Bilfinger,/m/06_d9g,
Greg Bahnsen,/m/07js6_,
John Frame,/m/03_cdw,
Kamāl al-Dīn al-Fārisī,/m/05sfk0,
Avital Ronell,/m/05z_ym,
Richard Jeffrey,/m/0bvlrv,
Yamazaki Ansai,/m/075j34,
Qalandar Baba Auliya,/m/026_mg_,
Hastings Rashdall,/m/05xd41c,
Peter Winch,/m/05y3b2z,
Eugen Relgis,/m/0gh8wl3,
Avempace,/m/02ms38,
Ronald Dworkin,/m/01rbsv,
Jeremy Waldron,/m/05zk3z,
George Dickie,/m/06z_g7,
Robert S. Corrington,/m/02q7fh6,
Zaki al-Arsuzi,/m/056508,
Morris Raphael Cohen,/m/036b2v,
John Rawls,/m/0x3r3,
Pierre Bourdieu,/m/0rls8,
Claude Adrien Helvétius,/m/01bwl8,
Ray Brassier,/m/03hkn8t,
Giorgio Agamben,/m/01vr7x,
Clinomachus,/m/03h4nt7,
Edouard Schure,/m/05qdf5x,
Richard Tarnas,/m/0bt2p6,
Ivo Urbančič,/m/04jnb18,
Jože Pučnik,/m/02vyht2,
Henri Bourassa,/m/01kp0x,
Northrop Frye,/m/0myp_,
Anthony John Patrick Kenny,/m/01s3b_,
Barry Stroud,/m/03cx883,
Alexandre Kojève,/m/039tyk,
Alexander Bogdanov,/m/060dx2,
Alcmaeon of Croton,/m/06ppv8,
Isaiah Berlin,/m/014nx0,
G. E. M. Anscombe,/m/02tc9g,
Hans Sluga,/m/056jjf,
Harold Innis,/m/0184tt,
Colin McGinn,/m/02yrjh,
Hippasus,/m/03q0l5,
Asclepiodotus of Alexandria,/m/03d1x7k,
Damascius,/m/014_q_,
John Gray,/m/041ydw,
John McDowell,/m/01f2rc,
Jean Baudrillard,/m/01hmpq,
Gila Sher,/m/02rhl9k,
John Etchemendy,/m/0dpsxx,
Maurice Blanchot,/m/01m29m,
Lucien Goldmann,/m/063l0j,
Keith Lehrer,/m/06zkby,
Luce Irigaray,/m/02wjfw,
Marinus of Neapolis,/m/01_b_7,
Keith DeRose,/m/02qdjpg,
Roderick T. Long,/m/06rr91,
Samuel von Pufendorf,/m/01926v,
Peter Hacker,/m/0dhvs7,
Stephen Toulmin,/m/0592mp,
Victor Cousin,/m/017lcv,
Paul Tillich,/m/025hnq,
J. M. E. McTaggart,/m/03c3_v,
Philolaus,/m/01k73v,
Ghulam Bhik Nairang,/m/026q5qq,
Peter Wessel Zapffe,/m/065xs,
Kurt Grelling,/m/05bp_p,
Walter J. Ong,/m/04btzp,
Hans Reichenbach,/m/059cpt,
William L. Rowe,/m/02qpts6,
George Croom Robertson,/m/01l6cy,
Zechariah Chafee,/m/05vq17y,
Max Frisch,/m/01spn2,
Edgar Quinet,/m/01s8yk,
Michael Dummett,/m/01s3d2,
John Toland,/m/01l8wn,
Tyler Burge,/m/0b9p5k,
David Pearce,/m/01lmjr,
Nick Bostrom,/m/024r3r,
Mohsen Kadivar,/m/03fdzl,
Metrocles,/m/03pfkf,
Jābir ibn Hayyān,/m/0g_ks,
Richard Boyd,/m/0d58kr,
Socrates,/m/06mrq,
Voltaire,/m/07ym0,
Cicero,/m/01tf5,
Émile Armand,/m/05d5kj,
James Hutchison Stirling,/m/04lhff,
Odo Marquard,/m/05y431s,
Haji Dost Muhammad Qandhari,/m/09gjkl0,
Muhammad Hamidullah,/m/05yfqc7,
Arthur Prior,/m/05w44s2,
Kit Fine,/m/0b3db'Friedrich Schleiermacher',/m/018fn7,
b'Alvin Plantinga',/m/0m6yd,
b'Robin Collins',/m/0bjj5b,
b'Michael C. Rea',/m/0ds54f6,
b'Bas van Fraassen',/m/04ztyb,
b'Al-Mawardi',/m/04h_6r,
b'Jean Wahl',/m/04cqs6,
b'Alan Watts',/m/01crts,
b'Aurel Kolnai',/m/03c3_3x,
b'Phillip Blond',/m/04n439v,
b'Slavoj \xc5\xbdi\xc5\xbeek',/m/0169ff,
b'Alain Badiou',/m/0351yk,
b'Peter Sloterdijk',/m/03tqkv,
b'Georges Canguilhem',/m/039hch,
b'Peter Rollins',/m/0d3rkt,
b'Jacob Taubes',/m/087jng,
"b""Yahya ibn Ma'in""",/m/0h454m,
b'Gilles Deleuze',/m/0399p,
b'Manuel De Landa',/m/021ql3,
b'Michael J. Shapiro',/m/0b1zk3,
b'William E. Connolly',/m/06p686,
b'Jean Cavaill\xc3\xa8s',/m/0f2w0r,
b'Carl Schmitt',/m/024kq1,
b'\xc3\x89mile Chartier',/m/039lqm,
b'Jacques Ranci\xc3\xa8re',/m/01tqpm,
b'Gillian Rose',/m/081g2h,
b'Jacques Lacan',/m/043tg,
b'Ivan Illich',/m/01jbdk,
b'Rajneesh',/m/019fxc,
b'Gaston Bachelard',/m/02nxw4,
b'Antonio Negri',/m/01m2jf,
b'Arne N\xc3\xa6ss',/m/039v0w,
b'Antoine Arnauld',/m/01h7yq,
b'\xc3\x89tienne Bonnot de Condillac',/m/017gzg,
b'A. C. Grayling',/m/06g4pw,
b'Allan Bloom',/m/0l08hsc0,
b'Alan Carter',/m/02w9k2f,
b'Mykhailo Drahomanov',/m/08ltzx,
b'David Kelley',/m/03xbp1,
b'Nicos Poulantzas',/m/059p_z,
b'Norman Geisler',/m/05xgmdj,
b'Herbert McCabe',/m/06vcfr,
b'Brian Davies',/m/0gkgg6,
b'Arthur Drews',/m/0dtt8_,
b'Aristippus the Younger',/m/03cnldp,
b'Richard Swinburne',/m/01m3q2,
b'Antony Flew',/m/04tq_d,
b'Jakob Schegk',/m/0dgq85p,
b'Nicolaus Taurellus',/m/05qtch,
b'Milan Komar',/m/03hk0hn,
b'Homi K. Bhabha',/m/025trc3,
b'Herbert Feigl',/m/05s0ft,
b'John Zerzan',/m/0px7f,
b'Paul Churchland',/m/0dgfzq,
b'Renata Salecl',/m/0czcgtv,
b'Kevin Mulligan',/m/02rs3pv,
b'Jos\xc3\xa9 Guilherme Merquior',/m/07ngkz,
b'Burhan al-Din al-Marghinani',/m/026xjlz,
b'Axel Honneth',/m/073x7n,
b'Ioan P. Culianu',/m/0598qd,
b'Mark Lance',/m/0c7xlk,
b'Ernest Gellner',/m/01gbkp,
b'Louis Claude de Saint-Martin',/m/07cg0b,
"b""Al-Hasan ibn 'Ali al-Barbahari""",/m/02w1sp6,
b'Ibn Battah',/m/0264wfk,
b'Arthur Fine',/m/026fjwt,
b'Nancy Cartwright',/m/05mpds,
b'P. F. Strawson',/m/01k94t,
b'Ted Honderich',/m/03p67y,
b'Kitaro Nishida',/m/04011l,
b'Keiji Nishitani',/m/05y6wz2,
b'Ion Dragoumis',/m/0fvmff,
b'A. D. Gordon',/m/05rt6f,
b'Renzo Novatore',/m/08pjyw,
b'Abdulhakim Arvasi',/m/0cwmr5,
b'Necip Faz\xc4\xb1l K\xc4\xb1sak\xc3\xbcrek',/m/07nh_8,
b'Norberto Bobbio',/m/04_0vt,
b'Peter Railton',/m/0d6wzk,
b'Nihal Ats\xc4\xb1z',/m/07lcb0,
b'Tetsuro Watsuji',/m/054hnt,
b'Karel Kos\xc3\xadk',/m/027sywj,
b'Michel Foucault',/m/0ct9_,
b'Montesquieu',/m/0f9wd,
b'Jacques Derrida',/m/0dzkq,
b'Iris Murdoch',/m/0gdgq,
b'Archytas',/m/01k8rs,
b'Eudoxus of Cnidus',/m/0cytr,
b'Muhammad Tahir',/m/05q40rl,
b'Andy Clark',/m/032sry,
b'Cleanthes',/m/016_tb,
b'Chrysippus',/m/0986m,
b'Lacydes of Cyrene',/m/02ss_v,
b'Al-Mutanabbi',/m/03pqg1,
b'Ali ibn al-Madini',/m/0fdv84,
b'Emil Lask',/m/05p584l,
b'Alan Soble',/m/08640j,
b'Leucippus',/m/04k42,
b'Al-Khazini',/m/02rpzkf,
b'Knud Ejler L\xc3\xb8gstrup',/m/02nkhj,
b'Bruce Lee',/m/099d4,
b'William Alston',/m/081l4,
b'Robert Paul Wolff',/m/032yvb,
b'Robert C. Solomon',/m/03w26z,
b'Louis Michael Seidman',/m/0ds4g6n,
b'Peter G. Ossorio',/m/0c41jl_,
b'Edith Stein',/m/0bxhd,
b'Douglas Hofstadter',/m/02fcx,
b'Empedocles',/m/02lvm,
b'Ernest Nagel',/m/04j3_z,
b'Friedrich Hayek',/m/032r1,
b'Fyodor Dostoyevsky',/m/032l1,
b'Francis Fukuyama',/m/02_jg,
b'Theognostus of Alexandria',/m/043sk2n,
b'Gregory of Nyssa',/m/09g_z,
b'Hildegard of Bingen',/m/03kf2,
b'Ramon Llull',/m/0j3_p,
b'Raymond Aron',/m/01tw09,
b'J\xc3\xbcrgen Habermas',/m/044wb,
b'Julia Kristeva',/m/046gs,
b'William of Ockham',/m/0848q,
b'John Wycliffe',/m/046f1,
b'Mikhail Bakhtin',/m/02rxg8,
b'Gaetano Mosca',/m/09cfqh,
b'Karl Popper',/m/047g6,
b'Martin Heidegger',/m/099bk,
b'Marsilio Ficino',/m/050gd,
"b'Nicolas de Caritat, marquis de Condorcet'",/m/09dyk,
b'Kurt G\xc3\xb6del',/m/048c2,
b'Alfred Tarski',/m/0g9m4,
b'Max Weber',/m/04xm_,
b'Maurice Merleau-Ponty',/m/04xbh,
b'Mordecai Kaplan',/m/056d_,
b'Hazrat Babajan',/m/0cpsbj,
b'Meher Baba',/m/057p_,
b'Upasni Maharaj',/m/0cprqc,
b'Oswald Spengler',/m/05nj0,
b'Taha Hussein',/m/05n4mk,
b'Peter Singer',/m/05xnb,
b'Paul Val\xc3\xa9ry',/m/05vy1,
b'Pope John Paul II',/m/05yfx,
b'Josef Pieper',/m/0770h_,
b'Pherecydes of Syros',/m/03g3d3,
b'Thales',/m/07dl6,
b'Robert Anton Wilson',/m/06hgj,
b'Poul Martin M\xc3\xb8ller',/m/0193t0,
b'Robert M. Pirsig',/m/06hkh,
b'Friedrich Adolf Trendelenburg',/m/04q1q6,
b'\xc3\x89tienne Gilson',/m/044g6w,
b'Olaf Stapledon',/m/0ph77,
b'Umberto Eco',/m/07vw5,
b'Ted Nelson',/m/07rrt,
b'Khwaja Shamsuddin Azeemi',/m/0264nkt,
b'Vladimir Vernadsky',/m/07zsx,
b'Himerius',/m/05cdm7,
b'Zeno of Citium',/m/09863,
b'Christian Jakob Kraus',/m/0ckcm9,
b'Joshua Knobe',/m/043qvvf,
b'Crates of Thebes',/m/0krkh,
b'Richard H\xc3\xb6nigswald',/m/09hz57,
b'Aron Gurwitsch',/m/066v4x,
b'John Austin',/m/03r2d0,
b'Joseph Raz',/m/07c37_,
b'Oksana Zabuzhko',/m/027s_gd,
b'Susan Haack',/m/01vmpn,
b'Richard Taylor',/m/05y7f05,
b'Fethullah G\xc3\xbclen',/m/04pl6c,
b'Ernest Lepore',/m/02rc14f,
b'Bernard Gert',/m/03t2dq,
b'Clitomachus',/m/06h032,
b'Lon L. Fuller',/m/0209h5,
b'Brian Barry',/m/06q4kd,
b'Luciano Floridi',/m/0c6g6s,
b'Kurt Singer',/m/0dttqg,
b'Diogenes Allen',/m/05x_nj4,
b'Fran\xc3\xa7ois Picavet',/m/0b5j3b,
b'Fred Feldman',/m/05x_yml,
b'Richard Popkin',/m/04hlxr,
b'Ernst Bloch',/m/02r76r,
b'Graham Harman',/m/08fzjv,
b'Ibn Yunus',/m/03xxhv,
"b""Ch'ien Mu""",/m/03nnc3d,
b'Chris Harman',/m/02vk95,
b'H\xc3\xa9ctor-Neri Casta\xc3\xb1eda',/m/0kt7yn,
b'Pierre Hadot',/m/05vdbw9,
b'Paolo Virno',/m/04jb0c0,
b'Norman Malcolm',/m/032wb9,
b'Norbert Bolz',/m/06w9xrt,
b'Peter Ludlow',/m/08ht64,
b'Jason Stanley',/m/0kt8pp,
b'Ramchandra Gandhi',/m/02z69ms,
b'Nicholas Wolterstorff',/m/0419d0,
b'Kendall Walton',/m/06dty2,
b'Todd May',/m/03d6htc,
b'Muhammad Iqbal',/m/01y58x,
b'Stephen David Ross',/m/02qcmrd,
b'Franz Rosenzweig',/m/01hk6q,
b'Alain de Benoist',/m/02_r4k,
b'Bernard Bosanquet',/m/05wj_3m,
b'Cornel West',/m/02szmg,
b'Ali Shariati',/m/014_yc,
b'Helena Blavatsky',/m/016hbf,
b'John Searle',/m/012ssr,
b'John Cage',/m/0hgqq,
b'John McMurtry',/m/01tnn7,
b'Jean Vanier',/m/02vznn,
b'Judea Pearl',/m/033w0f,
b'Langdon Winner',/m/01q5c5,
b'Paul Kurtz',/m/01t5wz,
b'Ramakrishna',/m/026m9d,
b'Zygmunt Bauman',/m/0313tv,
b'William Lane Craig',/m/01tpjh,
b'Christian Thomasius',/m/01926f,
b'Peter Lamborn Wilson',/m/0188lg,
b'Philippe Descola',/m/04053hc,
b'Claude Lefort',/m/07xsdp,
b'Laurence A. Rickels',/m/03hn44b,
b'Hermann Heller',/m/06s79c,
b'John Haugeland',/m/01xw_6,
b'Jakob Friedrich Fries',/m/018fvk,
b'Friedrich Eduard Beneke',/m/018ftg,
b'George Boolos',/m/01y0tp,
b'Herbert Blumer',/m/05gqhm,
b'Jerzy Prokopiuk',/m/0gk95f,
b'Costanzo Preve',/m/0dm0q8,
b'Eugene Kamenka',/m/08x447,
b'John Passmore',/m/028950f,
b'Edgar Morin',/m/08nqnm,
b'Pavel Florensky',/m/086p39,
b'Arda Denkel',/m/0641mj9,
b'Shahab al-Din Yahya ibn Habash Suhrawardi',/m/03vjcd,
b'Ernest Sosa',/m/0brqns,
b'Isaac Israeli ben Solomon',/m/046bqg,
b'Christian von Ehrenfels',/m/03ks6s,
b'Paul Virilio',/m/02xccx,
b'Emil du Bois-Reymond',/m/01l6f0,
b'William A. Earle',/m/0dqxxp,
b'Peter Suber',/m/01zs6q,
b'Ghulam Ali Dihlawi',/m/0cmc6ws,
b'Roy Bhaskar',/m/02zhkm,
b'Giovanni Botero',/m/05zf5b,
b'Fazal Ali Qureshi',/m/0ch34v_,
b'Georg Bernhard Bilfinger',/m/06_d9g,
b'Greg Bahnsen',/m/07js6_,
b'John Frame',/m/03_cdw,
b'Kam\xc4\x81l al-D\xc4\xabn al-F\xc4\x81ris\xc4\xab',/m/05sfk0,
b'Avital Ronell',/m/05z_ym,
b'Richard Jeffrey',/m/0bvlrv,
b'Yamazaki Ansai',/m/075j34,
b'Qalandar Baba Auliya',/m/026_mg_,
b'Hastings Rashdall',/m/05xd41c,
b'Peter Winch',/m/05y3b2z,
b'Eugen Relgis',/m/0gh8wl3,
b'Avempace',/m/02ms38,
b'Ronald Dworkin',/m/01rbsv,
b'Jeremy Waldron',/m/05zk3z,
b'George Dickie',/m/06z_g7,
b'Robert S. Corrington',/m/02q7fh6,
b'Zaki al-Arsuzi',/m/056508,
b'Morris Raphael Cohen',/m/036b2v,
b'John Rawls',/m/0x3r3,
k,
Nick Land,/m/05zj9rr,
Hisham ibn Urwah,/m/08mq84,
Anthony Collins,/m/019vb0,
Ronald H. Nash,/m/0_yk05s,
George Hourani,/m/05wd3lc,
Javed Ahmad Ghamidi,/m/098f5y,
Paul Watzlawick,/m/03_7q3,
John E. Hare,/m/05y4x3y,
Hassan al-Banna,/m/025rvz6,
Maria Montessori,/m/0gp7h9,
Spencer Heath,/m/0b8rbc,
Cora Diamond,/m/08w5gg,
Cesare Cremonini,/m/0285zb1,
Stephen Mulhall,/m/02wx56q,
Matt Cohen,/m/05knrh,
Gershom Scholem,/m/04lqww,
Alexander of Aphrodisias,/m/0rc_,
Albertus Magnus,/m/0r24,
Homer,/m/03k0n,
Herman Dooyeweerd,/m/01c4z1,
Jun Tsuji,/m/0126cl,
Lewis Call,/m/03mb_f9,
Richard David Precht,/m/05szj4q,
Bonaventure,/m/0nlm4,
Jonathan Edwards,/m/0dpv5,
Simplicius of Cilicia,/m/0ktfp,
Paul Guyer,/m/05xvg_x,
Muhammad Mustafa Jauhar,/m/065yt05,
E. H. Carr,/m/032hxd,
William Kingdon Clifford,/m/01l6p5,
Fernando Savater,/m/04sh3l,
Erin Manning,/m/0g595wd,
Archimedes,/m/0tnc,
David the Invincible,/m/09h2_9,
Barry Smith,/m/085m0s,
Joseph Owens,/m/05w61m3,
Leonardo Polo,/m/09nz9w,
Mortimer J. Adler,/m/04xm3,
İoanna Kuçuradi,/m/04zxwjf,
Roberto Torretti,/m/05mxmd_,
Justin Oakley,/m/02z4y2f,
Nel Noddings,/m/0h7d52,
Peter Kreeft,/m/05j9pp,
Dimitris Liantinis,/m/04jl6x1,
Hector Zagal,/m/03cdnjv,
Boris Groys,/m/0584959,
Nicole Oresme,/m/02tfcy,
Agustín García Calvo,/m/033610,
Clément Rosset,/m/027jnch,
Bryan Magee,/m/05wb1x2,
John Hick,/m/0530xz,
Tibor R. Machan,/m/05zwfc,
Leonard Read,/m/03rmkl,
Liu Junning,/m/0bbzjt6,
Julius Thomas Fraser,/m/05vy815,
Errol Harris,/m/02q_ls7,
Stephen Mumford,/m/02q_n2w,
Walter Terence Stace,/m/026jz1p,
Michael Tye,/m/02vpy2g,
François Noudelmann,/m/0g544j3,
Kiarina Kordela,/m/0c3tdp1,
Douglas Groothuis,/m/0gktc7,
David Blitz,/m/09cby_,
Carl von Clausewitz,/m/01tlc,
Neven Sesardić,/m/0g_yqp,
Patricia Churchland,/m/026zkz,
Charles Stevenson,/m/02zbnb,
Theodore Drange,/m/02qhmv1,
Annette Baier,/m/06f7tm,
Emanuel Swedenborg,/m/01gnng,
Eino Kaila,/m/04q6dy,
Ernest Renan,/m/01b728,
Villy Sørensen,/m/0kt77f,
Sarah Kofman,/m/05ycp70,
Simon Glendinning,/m/0bx_jtr,
Raymond Geuss,/m/037y6m,
Raya Dunayevskaya,/m/03t30h,
Susan Buck-Morss,/m/0fqq7rt,
Lorenzo Peña,/m/05zmz4t,
Albert Hofstadter,/m/0by0jgt,
Joseph Margolis,/m/02pwhtk,
Kwame Anthony Appiah,/m/0457hc,
George Henry Lewes,/m/01fbnv,
Friedrich Wilhelm Foerster,/m/0jt3gbw,
Thomas Pogge,/m/04f48r,
Rudolf Eisler,/m/0km47s6,
John Theophilus Desaguliers,/m/0561kv,
Jiddu Krishnamurti,/m/018fkc,
Martial Gueroult,/m/02z7_94,
John Armstrong,/m/05xwg99,
Craig Bartholomew,/m/09gh31z,
Richard Aaron,/m/0f95jx,
José de Espronceda,/m/033nbj,
Alexander Tarasov,/m/04d_r8_,
Benny Lévy,/m/08hm54,
Ivan Sviták,/m/05z_cs5,
Debiprasad Chattopadhyaya,/m/05y4rj5,
Adam Schaff,/m/05x569s,
Ludvig Holberg,/m/01375h,
Pascal Engel,/m/02rs270,
Rose Rand,/m/02rl77l,
Ian Hacking,/m/01vrsw,
Giovanni Piana,/m/0ktdmp,
C. J. F. Williams,/m/0gkywxy,
Sissela Bok,/m/026cvrn,
Jorge Ángel Livraga Rizzi,/m/070f7q,
John Daniel Wild,/m/02x1yvj,
Albert Rivaud,/m/02z89x_,
Jean-Luc Marion,/m/099ldv,
Bernard Le Bovier de Fontenelle,/m/015_bs,
Bracha L. Ettinger,/m/03c_bkb,
Sun Tzu,/m/0dnb6,
Theodor Lipps,/m/08kwss,
John Haldane,/m/05vchph,
Walker Percy,/m/0fsqq,
James Francis Ross,/m/0cmc3jn,
Jan Narveson,/m/013xnw,
James M. Edie,/m/02ww0dj,
Zenon Pylyshyn,/m/0kt182,
Peter Carruthers,/m/03qjdbp,
Abu'l-Fida,/m/064l_vn,
Abu al-Hasan al-Ash'ari,/m/0629m9,
Ahmad ibn Muhammad Al-Tahawi,/m/0h18mm,
Ali al-Qari,/m/0ktdhh,
Abu Yusuf,/m/0d3064,
Han Yu,/m/026cz1,
Henrik Steffens,/m/025dsl,
Max Müller,/m/02qrf2x,
Jean Hyppolite,/m/03dnnj,
Ferdinand Alquié,/m/092fzy,
Gary Chartier,/m/07kd_41,
Arthur Koestler,/m/0j2v,
René Girard,/m/04vf6k,
Cornelius Jansen,/m/01bbgf,
Agrippa the Skeptic,/m/06pp44,
Erhard Weigel,/m/0c8w9g,
Gaius Musonius Rufus,/m/015hnk,
Henri-Frédéric Amiel,/m/037n6y,
Apollodorus the Epicurean,/m/03cndqv,
Eoin Ó Broin,/m/02r7yrq,
Hermann Samuel Reimarus,/m/0187yz,
Jan Standonck,/m/0fm71g,
Johann Georg Heinrich Feder,/m/02ww0gl,
D. T. Suzuki,/m/036fy1,
Gary Habermas,/m/0767lx,
Frederick James Eugene Woodbridge,/m/08nx7t,
Anselm of Canterbury,/m/0xlc,
Rosa Luxemburg,/m/017ft0,
James Bugental,/m/027f4w0,
Antipater of Tarsus,/m/02pmd4w,
Evert Willem Beth,/m/06s3mm,
Hans Kamp,/m/0416x7z,
Adam of Dryburgh,/m/0285xj_,
Tommaso Palamidessi,/m/02r6dnb,
Thomas Brown,/m/01h8p3,
Paul Grice,/m/01xf_n,
Cas Wouters,/m/0c40gq_,
Marilyn Frye,/m/0b3qlb,
Nahmanides,/m/014bzk,
Mario Javier Saban,/m/05mxfcg,
Jaime Balmes,/m/012_zp,
Julius Caesar Scaliger,/m/0161ks,
Syed Faiz-ul Hassan Shah,/m/03cz4qf,
Casimir Lewy,/m/0287flv,
Hermann Blumenau,/m/05kj7p,
Gotthard Günther,/m/02qnt8,
Konstantin Leontiev,/m/07gg_5,
T. M. Scanlon,/m/0b8m23,
Aleksei Losev,/m/081pm9,
Gustav Teichmüller,/m/0f533l,
Mary Ainsworth,/m/0bd_k4,
Isaac Levi,/m/027sv04,
Eduardo Nicol,/m/0d_w6m,
Gu Zhun,/m/09rbyw,
Daniel Raymond,/m/051vhm,
Al-Raghib al-Isfahani,/m/026nxlm,
Constantin Noica,/m/05l737,
Gilles Lipovetsky,/m/02vvxxm,
Malek Bennabi,/m/0dq7ys,
Jawdat Said,/m/026gwhx,
Harold Joachim,/m/07_6j4,
Ludwig Klages,/m/08ctmb,
Étienne Balibar,/m/034w02,
Jakob Thomasius,/m/0286pw3,
G. M. Syed,/m/0f7xfz,
U. G. Krishnamurti,/m/02dc11,
Adi Shankara,/m/019fqd,
Humberto Maturana,/m/02gscz,
William Leiss,/m/0b564w,
Charles Parsons,/m/05zlz4,
Antoine Destutt de Tracy,/m/01bzb8,
Günther Anders,/m/0gvlhj,
Henri Wallon,/m/026yrww,
Tan Sitong,/m/06m89w,
Richard Montague,/m/02w79t,
Wolfgang Stegmüller,/m/026j0fd,
Kurt Rudolf Fischer,/m/02pp5w7,
Volker Zotz,/m/026tx97,
Mir Tanha Yousafi,/m/03c3_1h,
David Kaplan,/m/054r6m,
Nathan Salmon,/m/06l0tb,
Trevor Pinch,/m/0c6g9m,
Charles Péguy,/m/01rsf2,
Abraham Kuyper,/m/01sjxm,
Thomas Metzinger,/m/01tyy2,
Richard J. Mouw,/m/05wxjr7,
Prabhat Ranjan Sarkar,/m/03h52n,
Camil Petrescu,/m/03rykf,
Quentin Smith,/m/094gbx,
Demonax,/m/087sc2,
Maurice Pradines,/m/02ryk58,
Nae Ionescu,/m/0b1jw5,
Surendranath Dasgupta,/m/0b7s7z,
Nikolay Chernyshevsky,/m/01rd0v,
Hanns Heinz Ewers,/m/03x8tq,
Rogers Albritton,/m/03ck587,
Tahir Allauddin Al-Qadri Al-Gillani,/m/03hhjy9,
Petre Țuțea,/m/03gzvr4,
Vilém Flusser,/m/05shc8,
Ian Rumfitt,/m/0bmf7k_,
Rosi Braidotti,/m/02698ng,
Richard J. F. Day,/m/0cc5c5,
Jonathan Bennett,/m/06n_f7,
Robert J. C. Young,/m/08ppw3,
David Gauthier,/m/0cwph,
David Wood,/m/026j94s,
Gregg Lambert,/m/05x2ln1,
Yang Zhu,/m/0362_p,
Józef Maria Bocheński,/m/03_q1_,
Karl Löwith,/m/035jms,
Eliyahu Eliezer Dessler,/m/0323mq,
Herbert Spiegelberg,/m/02phvt0,
Bar Hebraeus,/m/01_j2k,
Francis of Assisi,/m/032p8,
Dimitris Dimitrakos,/m/02vq0t2,
Galen,/m/037h0,
Georg Cantor,/m/036ks,
Gautama Buddha,/m/015k7,
Paul R. Patton,/m/03cp0lb,
Giuseppe Mazzini,/m/096zc,
Heinrich Hertz,/m/03hht,
Giles Hooper,/m/0bh7jm2,
John of the Cross,/m/0c4j4,
Joseph Priestley,/m/0b0bx,
Tony Fry,/m/0gg8bx1,
Stuart Hampshire,/m/036cfm,
Michael Polanyi,/m/04znx,
Nagarjuna,/m/05k88,
James D. McCawley,/m/04ylyk,
Mylan Engel,/m/0264z2k,
James Rachels,/m/09g15n,
Ptolemy,/m/05_0t,
Ralph Cudworth,/m/06jd6,
Alastair Hannay,/m/075vxh,
Philip Lindholm,/m/0gwl41,
Mostafa Malekian,/m/07r1_t,
William A. Dembski,/m/0btty,
Robert J. Marks II,/m/03cgzd3,
Michael Devitt,/m/0kt4z3,
William Crathorn,/m/0462ttb,
Yisroel Salanter,/m/02nktb,
Diogenes of Babylon,/m/07v8fr,
Najmuddin Kubra,/m/073fgx,
Najm al-Din Razi,/m/073fs0,
Hugh of Saint-Cher,/m/05ccwq,
Yusuf Islahi,/m/051xc05,
Jacob Needleman,/m/02qhwqh,
Jalaluddin Umri,/m/02x02c4,
Mary Midgley,/m/03h9k5,
Sarfraz Ahmed Naeemi,/m/06614h2,
Abdul Haq Ansari,/m/0535tfw,
Sadat Husaini,/m/05f60dn,
Fazlur Rahman Faridi,/m/080h3c7,
Abul Hasan Ali Hasani Nadwi,/m/026f_my,
Jean-Marie Guyau,/m/06zcxr,
Rush Rhees,/m/0d9c10,
György Márkus,/m/092hvd,
Pietro Pomponazzi,/m/079jld,
Frank Cameron Jackson,/m/06gk0h,
Donald T. Campbell,/m/08h3fs,
