"p","influenced"
"http://dbpedia.org/resource/Philip_Culbertson","http://rdf.freebase.com/ns/m.02rbgq6"
"http://dbpedia.org/resource/Theoklitos_Farmakidis","http://rdf.freebase.com/ns/m.0ynycky"
"http://dbpedia.org/resource/Virginia_Held","http://rdf.freebase.com/ns/m.05vwsqp"
"http://dbpedia.org/resource/Karel_Kos%C3%ADk","http://rdf.freebase.com/ns/m.027sywj"
"http://dbpedia.org/resource/Norbert_Bolz","http://rdf.freebase.com/ns/m.06w9xrt"
"http://dbpedia.org/resource/Denis_Lerrer_Rosenfield","http://rdf.freebase.com/ns/m.0pcvnsv"
"http://dbpedia.org/resource/Mary_G._Dietz","http://rdf.freebase.com/ns/m.0_qfj1y"
"http://dbpedia.org/resource/Michael_Marder","http://rdf.freebase.com/ns/m.0c5bt3r"
"http://dbpedia.org/resource/Oleg_Khoma","http://rdf.freebase.com/ns/m.0zt93bp"
"http://dbpedia.org/resource/Abu'l-Fida","http://rdf.freebase.com/ns/m.064l_vn"
"http://dbpedia.org/resource/Richard_J._Bernstein","http://rdf.freebase.com/ns/m.04zwy5x"
"http://dbpedia.org/resource/Antoine_Blanc_de_Saint-Bonnet","http://rdf.freebase.com/ns/m.0pdd451"
"http://dbpedia.org/resource/Ernst_Borinski","http://rdf.freebase.com/ns/m.0g58wxv"
"http://dbpedia.org/resource/Richard_Thomas_Alexander","http://rdf.freebase.com/ns/m.0j7hts3"
"http://dbpedia.org/resource/A_Satyanarayana_Shastri","http://rdf.freebase.com/ns/m.0k292dw"
"http://dbpedia.org/resource/Hamid_Bin_Ahmad_Al-Rifaie","http://rdf.freebase.com/ns/m.0b6hn3s"
"http://dbpedia.org/resource/Gerry_Stoker","http://rdf.freebase.com/ns/m.05vwznm"
"http://dbpedia.org/resource/Suzanne_Briet","http://rdf.freebase.com/ns/m.09g7_g2"
"http://dbpedia.org/resource/Ja'afar_Mahmud_Adam","http://rdf.freebase.com/ns/m.0b6n7j8"
"http://dbpedia.org/resource/Michael_Krausz","http://rdf.freebase.com/ns/m.0dgnj1z"
"http://dbpedia.org/resource/Anthony_Beavers","http://rdf.freebase.com/ns/m.0j9lhn6"
"http://dbpedia.org/resource/Irena_Krzywicka","http://rdf.freebase.com/ns/m.0m0p7gr"
"http://dbpedia.org/resource/Renaud_Barbaras","http://rdf.freebase.com/ns/m.05wm70v"
"http://dbpedia.org/resource/Hillel_Steiner","http://rdf.freebase.com/ns/m.0bmj2q2"
"http://dbpedia.org/resource/Allaedin_Ghoraifi","http://rdf.freebase.com/ns/m.0b77r9q"
"http://dbpedia.org/resource/Hamid_Raza_Khan","http://rdf.freebase.com/ns/m.07k4ht5"
"http://dbpedia.org/resource/Alexey_Kylasov","http://rdf.freebase.com/ns/m.0n4c4m8"
"http://dbpedia.org/resource/Nancy_Snow","http://rdf.freebase.com/ns/m.0x19fjz"
"http://dbpedia.org/resource/James_Garson","http://rdf.freebase.com/ns/m.0g9ynwy"
"http://dbpedia.org/resource/Chrysippus","http://rdf.freebase.com/ns/m.0986m"
"http://dbpedia.org/resource/Imre_Lakatos","http://rdf.freebase.com/ns/m.09l2q"
"http://dbpedia.org/resource/Julia_Kristeva","http://rdf.freebase.com/ns/m.046gs"
"http://dbpedia.org/resource/Karl_Popper","http://rdf.freebase.com/ns/m.047g6"
"http://dbpedia.org/resource/Leucippus","http://rdf.freebase.com/ns/m.04k42"
"http://dbpedia.org/resource/Maimonides","http://rdf.freebase.com/ns/m.04xk5"
"http://dbpedia.org/resource/Marshall_McLuhan","http://rdf.freebase.com/ns/m.04y4j"
"http://dbpedia.org/resource/Martin_Heidegger","http://rdf.freebase.com/ns/m.099bk"
"http://dbpedia.org/resource/Maurice_Merleau-Ponty","http://rdf.freebase.com/ns/m.04xbh"
"http://dbpedia.org/resource/Max_Horkheimer","http://rdf.freebase.com/ns/m.04xnh"
"http://dbpedia.org/resource/Meher_Baba","http://rdf.freebase.com/ns/m.057p_"
"http://dbpedia.org/resource/Mortimer_J._Adler","http://rdf.freebase.com/ns/m.04xm3"
"http://dbpedia.org/resource/Noam_Chomsky","http://rdf.freebase.com/ns/m.0b78hw"
"http://dbpedia.org/resource/Oswald_Spengler","http://rdf.freebase.com/ns/m.05nj0"
"http://dbpedia.org/resource/Parmenides","http://rdf.freebase.com/ns/m.05w9g"
"http://dbpedia.org/resource/Peter_Singer","http://rdf.freebase.com/ns/m.05xnb"
"http://dbpedia.org/resource/Plotinus","http://rdf.freebase.com/ns/m.09kw9"
"http://dbpedia.org/resource/Protagoras","http://rdf.freebase.com/ns/m.06035"
"http://dbpedia.org/resource/Pythagoras","http://rdf.freebase.com/ns/m.05sr0"
"http://dbpedia.org/resource/Robert_Anton_Wilson","http://rdf.freebase.com/ns/m.06hgj"
"http://dbpedia.org/resource/Roman_Jakobson","http://rdf.freebase.com/ns/m.06ll8"
"http://dbpedia.org/resource/Rudolf_Steiner","http://rdf.freebase.com/ns/m.06hwd"
"http://dbpedia.org/resource/S%C3%B8ren_Kierkegaard","http://rdf.freebase.com/ns/m.06qvh"
"http://dbpedia.org/resource/Thales","http://rdf.freebase.com/ns/m.07dl6"
"http://dbpedia.org/resource/Theodor_W._Adorno","http://rdf.freebase.com/ns/m.07h1q"
"http://dbpedia.org/resource/Thomas_Reid","http://rdf.freebase.com/ns/m.07bvs"
"http://dbpedia.org/resource/Umberto_Eco","http://rdf.freebase.com/ns/m.07vw5"
"http://dbpedia.org/resource/Wilhelm_von_Humboldt","http://rdf.freebase.com/ns/m.081_6"
"http://dbpedia.org/resource/Willard_Van_Orman_Quine","http://rdf.freebase.com/ns/m.085b_"
"http://dbpedia.org/resource/William_of_Ockham","http://rdf.freebase.com/ns/m.0848q"
"http://dbpedia.org/resource/Zeno_of_Citium","http://rdf.freebase.com/ns/m.09863"
"http://dbpedia.org/resource/George_Gurdjieff","http://rdf.freebase.com/ns/m.01whq3q"
"http://dbpedia.org/resource/Arcesilaus","http://rdf.freebase.com/ns/m.016_pz"
"http://dbpedia.org/resource/Nicola_Abbagnano","http://rdf.freebase.com/ns/m.014q3q"
"http://dbpedia.org/resource/Ivan_Illich","http://rdf.freebase.com/ns/m.01jbdk"
"http://dbpedia.org/resource/J._L._Mackie","http://rdf.freebase.com/ns/m.01jz59"
"http://dbpedia.org/resource/P._F._Strawson","http://rdf.freebase.com/ns/m.01k94t"
"http://dbpedia.org/resource/Zoilus","http://rdf.freebase.com/ns/m.01kh84"
"http://dbpedia.org/resource/Antonio_Mill%C3%A1n-Puelles","http://rdf.freebase.com/ns/m.02rfb1g"
"http://dbpedia.org/resource/Beata_Szyma%C5%84ska","http://rdf.freebase.com/ns/m.0gff4sn"
"http://dbpedia.org/resource/Geoffrey_Hunter_(logician)","http://rdf.freebase.com/ns/m.09k7msq"
"http://dbpedia.org/resource/Gustave_Thibon","http://rdf.freebase.com/ns/m.0gl00ql"
"http://dbpedia.org/resource/Taha_Hussein","http://rdf.freebase.com/ns/m.05n4mk"
"http://dbpedia.org/resource/Yves_Marie_Andr%C3%A9","http://rdf.freebase.com/ns/m.0gq735"
"http://dbpedia.org/resource/Arran_Gare","http://rdf.freebase.com/ns/m.04ybmd6"
"http://dbpedia.org/resource/Ibn_Rajab","http://rdf.freebase.com/ns/m.0ckcfr"
"http://dbpedia.org/resource/Mi%C5%A1ko_%C5%A0uvakovi%C4%87","http://rdf.freebase.com/ns/m.02r4x55"
"http://dbpedia.org/resource/Gonzalo_Arango","http://rdf.freebase.com/ns/m.0502vn"
"http://dbpedia.org/resource/Emil_Fackenheim","http://rdf.freebase.com/ns/m.04x921"
"http://dbpedia.org/resource/Gusainji","http://rdf.freebase.com/ns/m.0b7zlg"
"http://dbpedia.org/resource/Mark_Alan_Walker","http://rdf.freebase.com/ns/m.0bcrbx"
"http://dbpedia.org/resource/Jos%C3%A9_Luis_Lezama","http://rdf.freebase.com/ns/m.026hzpb"
"http://dbpedia.org/resource/Roberto_Torretti","http://rdf.freebase.com/ns/m.05mxmd_"
"http://dbpedia.org/resource/Mario_Vegetti","http://rdf.freebase.com/ns/m.0gwz34r"
"http://dbpedia.org/resource/Allen_W._Wood","http://rdf.freebase.com/ns/m.05xwklt"
"http://dbpedia.org/resource/Alison_Jaggar","http://rdf.freebase.com/ns/m.05y4p38"
"http://dbpedia.org/resource/Marc_Ereshefsky","http://rdf.freebase.com/ns/m.012848ll"
"http://dbpedia.org/resource/Peg_Birmingham","http://rdf.freebase.com/ns/m.0105jv5z"
"http://dbpedia.org/resource/Anthony_Weston","http://rdf.freebase.com/ns/m.0j45s0m"
"http://dbpedia.org/resource/Ata_ibn_Abi_Rabah","http://rdf.freebase.com/ns/m.0h25f0"
"http://dbpedia.org/resource/Colin_Murray_Turbayne","http://rdf.freebase.com/ns/m.0266rxj"
"http://dbpedia.org/resource/Erich_Fromm","http://rdf.freebase.com/ns/m.0cb9c"
"http://dbpedia.org/resource/Ferdinand_Fellmann","http://rdf.freebase.com/ns/m.0bwmk76"
"http://dbpedia.org/resource/Frances_Kamm","http://rdf.freebase.com/ns/m.03c4_08"
"http://dbpedia.org/resource/George_Ripley_(alchemist)","http://rdf.freebase.com/ns/m.02q5r92"
"http://dbpedia.org/resource/Guy_Debord","http://rdf.freebase.com/ns/m.014pkc"
"http://dbpedia.org/resource/Jacques_Garelli","http://rdf.freebase.com/ns/m.0j25193"
"http://dbpedia.org/resource/Muhammad_Sirajuddin_Naqshbandi","http://rdf.freebase.com/ns/m.0ch2vc_"
"http://dbpedia.org/resource/Pyotr_Lavrov","http://rdf.freebase.com/ns/m.067b1t"
"http://dbpedia.org/resource/Stilpo","http://rdf.freebase.com/ns/m.04jdxd"
"http://dbpedia.org/resource/Georg_Simmel","http://rdf.freebase.com/ns/m.0qngb"
"http://dbpedia.org/resource/Max_Stirner","http://rdf.freebase.com/ns/m.0slqn"
"http://dbpedia.org/resource/John_Zerzan","http://rdf.freebase.com/ns/m.0px7f"
"http://dbpedia.org/resource/African_Spir","http://rdf.freebase.com/ns/m.08nwqf"
"http://dbpedia.org/resource/Panaetius","http://rdf.freebase.com/ns/m.05drgf"
"http://dbpedia.org/resource/Lewis_Gordon","http://rdf.freebase.com/ns/m.06nj4n"
"http://dbpedia.org/resource/Mario_Kopi%C4%87","http://rdf.freebase.com/ns/m.04y9j94"
"http://dbpedia.org/resource/Robin_Collins","http://rdf.freebase.com/ns/m.0bjj5b"
"http://dbpedia.org/resource/%C3%89mile_Armand","http://rdf.freebase.com/ns/m.05d5kj"
"http://dbpedia.org/resource/Renzo_Novatore","http://rdf.freebase.com/ns/m.08pjyw"
"http://dbpedia.org/resource/Burhan_al-Din_al-Marghinani","http://rdf.freebase.com/ns/m.026xjlz"
"http://dbpedia.org/resource/Dimitris_Dimitrakos","http://rdf.freebase.com/ns/m.02vq0t2"
"http://dbpedia.org/resource/Hafiz_Akif_Saeed","http://rdf.freebase.com/ns/m.0fw8h4"
"http://dbpedia.org/resource/Jiva_Goswami","http://rdf.freebase.com/ns/m.098xl_"
"http://dbpedia.org/resource/Joseph_Levine_(philosopher)","http://rdf.freebase.com/ns/m.0109bdfp"
"http://dbpedia.org/resource/Necip_Faz%C4%B1l_K%C4%B1sak%C3%BCrek","http://rdf.freebase.com/ns/m.07nh_8"
"http://dbpedia.org/resource/Fazal_Ali_Qureshi","http://rdf.freebase.com/ns/m.0ch34v_"
"http://dbpedia.org/resource/Martin_van_Hees","http://rdf.freebase.com/ns/m.047t_t0"
"http://dbpedia.org/resource/Park_Ji-won","http://rdf.freebase.com/ns/m.0j3ghhp"
"http://dbpedia.org/resource/Mario_Costa_(philosopher)","http://rdf.freebase.com/ns/m.0fqt51t"
"http://dbpedia.org/resource/Josef_Pieper","http://rdf.freebase.com/ns/m.0770h_"
"http://dbpedia.org/resource/H._H._Price","http://rdf.freebase.com/ns/m.086z4h"
"http://dbpedia.org/resource/Robert_Maximilian_de_Gaynesford","http://rdf.freebase.com/ns/m.08bpqp"
"http://dbpedia.org/resource/Lex_Hixon","http://rdf.freebase.com/ns/m.097p_8"
"http://dbpedia.org/resource/Eviatar_Zerubavel","http://rdf.freebase.com/ns/m.0cllwh"
"http://dbpedia.org/resource/Miguel_Reale","http://rdf.freebase.com/ns/m.0cp2rw"
"http://dbpedia.org/resource/Alexander_Tarasov","http://rdf.freebase.com/ns/m.04d_r8_"
"http://dbpedia.org/resource/Francis_J._Beckwith","http://rdf.freebase.com/ns/m.07qcnm"
"http://dbpedia.org/resource/Joshua_Knobe","http://rdf.freebase.com/ns/m.043qvvf"
"http://dbpedia.org/resource/Patricia_Greenspan","http://rdf.freebase.com/ns/m.010phchc"
"http://dbpedia.org/resource/Sergei_Starostin","http://rdf.freebase.com/ns/m.05183z"
"http://dbpedia.org/resource/Stephen_Hicks","http://rdf.freebase.com/ns/m.0f3l2v"
"http://dbpedia.org/resource/%C3%89tienne_Balibar","http://rdf.freebase.com/ns/m.034w02"
"http://dbpedia.org/resource/Alexander_Herzen","http://rdf.freebase.com/ns/m.02fkcx"
"http://dbpedia.org/resource/Edith_Penrose","http://rdf.freebase.com/ns/m.025_075"
"http://dbpedia.org/resource/Ernest_Gellner","http://rdf.freebase.com/ns/m.01gbkp"
"http://dbpedia.org/resource/Eug%C3%A8ne_Minkowski","http://rdf.freebase.com/ns/m.06888d"
"http://dbpedia.org/resource/Friedrich_Carl_von_Savigny","http://rdf.freebase.com/ns/m.018rff"
"http://dbpedia.org/resource/Hans_Vaihinger","http://rdf.freebase.com/ns/m.02g_1q"
"http://dbpedia.org/resource/Jay_Newman","http://rdf.freebase.com/ns/m.0b417t"
"http://dbpedia.org/resource/John_Broome_(philosopher)","http://rdf.freebase.com/ns/m.08_15p"
"http://dbpedia.org/resource/John_O'Neill_(philosopher)","http://rdf.freebase.com/ns/m.05x1mfc"
"http://dbpedia.org/resource/McKenzie_Wark","http://rdf.freebase.com/ns/m.027jc40"
"http://dbpedia.org/resource/Moses_ibn_Ezra","http://rdf.freebase.com/ns/m.05kgyr"
"http://dbpedia.org/resource/Muhsin_al-Hakim","http://rdf.freebase.com/ns/m.031qjr"
"http://dbpedia.org/resource/Rosalind_Hursthouse","http://rdf.freebase.com/ns/m.01rmxv"
"http://dbpedia.org/resource/Susan_George_(political_scientist)","http://rdf.freebase.com/ns/m.02ps5lk"
"http://dbpedia.org/resource/Victoria,_Lady_Welby","http://rdf.freebase.com/ns/m.03zgsb"
"http://dbpedia.org/resource/William_Lycan","http://rdf.freebase.com/ns/m.0kt65v"
"http://dbpedia.org/resource/William_Mitchell_(philosopher)","http://rdf.freebase.com/ns/m.06jshf"
"http://dbpedia.org/resource/Alasdair_MacIntyre","http://rdf.freebase.com/ns/m.02tn3m"
"http://dbpedia.org/resource/Baltasar_Lopes_da_Silva","http://rdf.freebase.com/ns/m.06xv34"
"http://dbpedia.org/resource/Thomas_Kuhn","http://rdf.freebase.com/ns/m.07lsm"
"http://dbpedia.org/resource/Zar_Wali_Khan","http://rdf.freebase.com/ns/m.064q3sg"
"http://dbpedia.org/resource/David_A._Kolb","http://rdf.freebase.com/ns/m.06x0gk"
"http://dbpedia.org/resource/Ira_Shor","http://rdf.freebase.com/ns/m.0c99l_"
"http://dbpedia.org/resource/%C3%89tienne_Gilson","http://rdf.freebase.com/ns/m.044g6w"
"http://dbpedia.org/resource/%C3%89tienne_de_La_Bo%C3%A9tie","http://rdf.freebase.com/ns/m.022zkz"
"http://dbpedia.org/resource/Adam_Schaff","http://rdf.freebase.com/ns/m.05x569s"
"http://dbpedia.org/resource/Alexander_R._Galloway","http://rdf.freebase.com/ns/m.092b0s"
"http://dbpedia.org/resource/Andr%C3%A9_Gorz","http://rdf.freebase.com/ns/m.080wmb"
"http://dbpedia.org/resource/Carl_Gustav_Hempel","http://rdf.freebase.com/ns/m.04y1p3"
"http://dbpedia.org/resource/Gaetano_Mosca","http://rdf.freebase.com/ns/m.09cfqh"
"http://dbpedia.org/resource/Howard_Adelman","http://rdf.freebase.com/ns/m.05xm76s"
"http://dbpedia.org/resource/Ibn_Hajar_al-Asqalani","http://rdf.freebase.com/ns/m.08sl4n"
"http://dbpedia.org/resource/Jacob_Taubes","http://rdf.freebase.com/ns/m.087jng"
"http://dbpedia.org/resource/James_H._Leuba","http://rdf.freebase.com/ns/m.06scql"
"http://dbpedia.org/resource/Jean-Luc_Nancy","http://rdf.freebase.com/ns/m.02k02f"
"http://dbpedia.org/resource/Margaret_MacDonald_(philosopher)","http://rdf.freebase.com/ns/m.0zwkg13"
"http://dbpedia.org/resource/Muhammad_Asad","http://rdf.freebase.com/ns/m.0c26gg"
"http://dbpedia.org/resource/Nasim_al-Safarjalani","http://rdf.freebase.com/ns/m.04n5jr1"
"http://dbpedia.org/resource/Odo_Marquard","http://rdf.freebase.com/ns/m.05y431s"
"http://dbpedia.org/resource/Raimond_Gaita","http://rdf.freebase.com/ns/m.03288s"
"http://dbpedia.org/resource/Simon_Critchley","http://rdf.freebase.com/ns/m.081fjw"
"http://dbpedia.org/resource/Stanley_Cavell","http://rdf.freebase.com/ns/m.032xn8"
"http://dbpedia.org/resource/Svetozar_Markovi%C4%87","http://rdf.freebase.com/ns/m.04y51l"
"http://dbpedia.org/resource/Claude_Vorilhon","http://rdf.freebase.com/ns/m.02cwgr"
"http://dbpedia.org/resource/J._J._C._Smart","http://rdf.freebase.com/ns/m.028ssh"
"http://dbpedia.org/resource/Lauren_Berlant","http://rdf.freebase.com/ns/m.02w3pr"
"http://dbpedia.org/resource/Raymond_Geuss","http://rdf.freebase.com/ns/m.037y6m"
"http://dbpedia.org/resource/Sidney_Hook","http://rdf.freebase.com/ns/m.04_68r"
"http://dbpedia.org/resource/Ernest_Nagel","http://rdf.freebase.com/ns/m.04j3_z"
"http://dbpedia.org/resource/Abd_al-Hamid_al-Katib","http://rdf.freebase.com/ns/m.0ktc5f"
"http://dbpedia.org/resource/Sandra_Harding","http://rdf.freebase.com/ns/m.055xzl"
"http://dbpedia.org/resource/Graham_Harman","http://rdf.freebase.com/ns/m.08fzjv"
"http://dbpedia.org/resource/Muhammad_Khwandamir","http://rdf.freebase.com/ns/m.026xhc2"
"http://dbpedia.org/resource/Sre%C4%87ko_Horvat","http://rdf.freebase.com/ns/m.010fdtw7"
"http://dbpedia.org/resource/William_Henry_Chamberlin_(philosopher)","http://rdf.freebase.com/ns/m.011f3826"
"http://dbpedia.org/resource/Leonardo_Polo","http://rdf.freebase.com/ns/m.09nz9w"
"http://dbpedia.org/resource/Seana_Shiffrin","http://rdf.freebase.com/ns/m.0wf_fxt"
"http://dbpedia.org/resource/Derek_Corneil","http://rdf.freebase.com/ns/m.0j3dmkc"
"http://dbpedia.org/resource/Gregory_Loewen","http://rdf.freebase.com/ns/m.0vxfss9"
"http://dbpedia.org/resource/Maulvi_Sher_Ali","http://rdf.freebase.com/ns/m.0t555f2"
"http://dbpedia.org/resource/John_Hawthorne","http://rdf.freebase.com/ns/m.02pl9qb"
"http://dbpedia.org/resource/Teodor_Oizerman","http://rdf.freebase.com/ns/m.07kf3b5"
"http://dbpedia.org/resource/Nancy_Sherman","http://rdf.freebase.com/ns/m.05x_273"
"http://dbpedia.org/resource/Alexander_Pruss","http://rdf.freebase.com/ns/m.0vp8vzn"
"http://dbpedia.org/resource/Arild_Haaland","http://rdf.freebase.com/ns/m.0j63h7l"
"http://dbpedia.org/resource/Anthony_Metivier","http://rdf.freebase.com/ns/m.011l30nn"
"http://dbpedia.org/resource/Ibn_Kathir","http://rdf.freebase.com/ns/m.02bkwx"
"http://dbpedia.org/resource/Maarten_Boudry","http://rdf.freebase.com/ns/m.012nl127"
"http://dbpedia.org/resource/Bernard_Williams","http://rdf.freebase.com/ns/m.02p76c"
"http://dbpedia.org/resource/Takis_Fotopoulos","http://rdf.freebase.com/ns/m.08fq35"
"http://dbpedia.org/resource/Vladimir_Jank%C3%A9l%C3%A9vitch","http://rdf.freebase.com/ns/m.0ddfzh"
"http://dbpedia.org/resource/David_Lewis_(philosopher)","http://rdf.freebase.com/ns/m.0232gm"
"http://dbpedia.org/resource/Adamantios_Korais","http://rdf.freebase.com/ns/m.024knz"
"http://dbpedia.org/resource/Daniel_Bensa%C3%AFd","http://rdf.freebase.com/ns/m.026t7r"
"http://dbpedia.org/resource/Karl_Korsch","http://rdf.freebase.com/ns/m.026vmm"
"http://dbpedia.org/resource/Karl_Rahner","http://rdf.freebase.com/ns/m.020d96"
"http://dbpedia.org/resource/Michael_Oakeshott","http://rdf.freebase.com/ns/m.022j_j"
"http://dbpedia.org/resource/Patricia_Churchland","http://rdf.freebase.com/ns/m.026zkz"
"http://dbpedia.org/resource/Georges_Dum%C3%A9zil","http://rdf.freebase.com/ns/m.05ws0b3"
"http://dbpedia.org/resource/Lucilio_Vanini","http://rdf.freebase.com/ns/m.02qt9q"
"http://dbpedia.org/resource/Evald_Ilyenkov","http://rdf.freebase.com/ns/m.02n65z"
"http://dbpedia.org/resource/Gaston_Bachelard","http://rdf.freebase.com/ns/m.02nxw4"
"http://dbpedia.org/resource/Jacques_Maritain","http://rdf.freebase.com/ns/m.02t88h"
"http://dbpedia.org/resource/Michael_J._Sandel","http://rdf.freebase.com/ns/m.02s4tw"
"http://dbpedia.org/resource/Nicole_Oresme","http://rdf.freebase.com/ns/m.02tfcy"
"http://dbpedia.org/resource/Strato_of_Lampsacus","http://rdf.freebase.com/ns/m.02vn3_"
"http://dbpedia.org/resource/Agust%C3%ADn_Garc%C3%ADa_Calvo","http://rdf.freebase.com/ns/m.033610"
"http://dbpedia.org/resource/Charles_Cooley","http://rdf.freebase.com/ns/m.030zwp"
"http://dbpedia.org/resource/Homi_K._Bhabha","http://rdf.freebase.com/ns/m.025trc3"
"http://dbpedia.org/resource/Philipp_Mainl%C3%A4nder","http://rdf.freebase.com/ns/m.02y5yw"
"http://dbpedia.org/resource/Speusippus","http://rdf.freebase.com/ns/m.02whph"
"http://dbpedia.org/resource/Al-Jahiz","http://rdf.freebase.com/ns/m.02zrtw"
"http://dbpedia.org/resource/Anders_Chydenius","http://rdf.freebase.com/ns/m.030cqw"
"http://dbpedia.org/resource/Georges_Sorel","http://rdf.freebase.com/ns/m.02zng2"
"http://dbpedia.org/resource/Byram_D._Avari","http://rdf.freebase.com/ns/m.0bj06z"
"http://dbpedia.org/resource/Evandro_Agazzi","http://rdf.freebase.com/ns/m.0c010sc"
"http://dbpedia.org/resource/Fazlur_Rahman_Faridi","http://rdf.freebase.com/ns/m.080h3c7"
"http://dbpedia.org/resource/Tan_Malaka","http://rdf.freebase.com/ns/m.08j7zn"
"http://dbpedia.org/resource/Abdelhamid_Ben_Badis","http://rdf.freebase.com/ns/m.09_8b9"
"http://dbpedia.org/resource/Ali_al-Qari","http://rdf.freebase.com/ns/m.0ktdhh"
"http://dbpedia.org/resource/Jean-Yves_B%C3%A9ziau","http://rdf.freebase.com/ns/m.09s_qk"
"http://dbpedia.org/resource/Milan_Kangrga","http://rdf.freebase.com/ns/m.0br7r6"
"http://dbpedia.org/resource/Ali_ibn_al-Madini","http://rdf.freebase.com/ns/m.0fdv84"
"http://dbpedia.org/resource/Bol%C3%ADvar_Echeverr%C3%ADa","http://rdf.freebase.com/ns/m.0gyx4ks"
"http://dbpedia.org/resource/Matti_H%C3%A4yry","http://rdf.freebase.com/ns/m.07y3n1"
"http://dbpedia.org/resource/William_Leiss","http://rdf.freebase.com/ns/m.0b564w"
"http://dbpedia.org/resource/Henry_S._Richardson_(philosopher)","http://rdf.freebase.com/ns/m.0c4l2k_"
"http://dbpedia.org/resource/Otto_Casmann","http://rdf.freebase.com/ns/m.0wj64wm"
"http://dbpedia.org/resource/L%C6%B0%C6%A1ng_Kim_%C4%90%E1%BB%8Bnh","http://rdf.freebase.com/ns/m.04lf1hx"
"http://dbpedia.org/resource/Maxine_Greene","http://rdf.freebase.com/ns/m.04lht88"
"http://dbpedia.org/resource/Federico_Ferrari","http://rdf.freebase.com/ns/m.01026vsd"
"http://dbpedia.org/resource/Carrie_Ichikawa_Jenkins","http://rdf.freebase.com/ns/m.010f8ql4"
"http://dbpedia.org/resource/Gregg_Lambert","http://rdf.freebase.com/ns/m.05x2ln1"
"http://dbpedia.org/resource/Lynne_Tirrell","http://rdf.freebase.com/ns/m.0102b1th"
"http://dbpedia.org/resource/Mary_Louise_Gill","http://rdf.freebase.com/ns/m.0105jzqz"
"http://dbpedia.org/resource/Nomy_Arpaly","http://rdf.freebase.com/ns/m.0102pv_t"
"http://dbpedia.org/resource/Susanna_Siegel","http://rdf.freebase.com/ns/m.0100st7c"
"http://dbpedia.org/resource/Markus_Gabriel","http://rdf.freebase.com/ns/m.0_v2b40"
"http://dbpedia.org/resource/No%C3%ABlle_McAfee","http://rdf.freebase.com/ns/m.0c3dv82"
"http://dbpedia.org/resource/Peg_O'Connor","http://rdf.freebase.com/ns/m.0c3l80l"
"http://dbpedia.org/resource/%C3%89tienne_Bonnot_de_Condillac","http://rdf.freebase.com/ns/m.017gzg"
"http://dbpedia.org/resource/Alain_Badiou","http://rdf.freebase.com/ns/m.0351yk"
"http://dbpedia.org/resource/Allan_Bloom","http://rdf.freebase.com/ns/m.0lhg5"
"http://dbpedia.org/resource/Antonio_Negri","http://rdf.freebase.com/ns/m.01m2jf"
"http://dbpedia.org/resource/Arne_N%C3%A6ss","http://rdf.freebase.com/ns/m.039v0w"
"http://dbpedia.org/resource/August_Leskien","http://rdf.freebase.com/ns/m.04gkjnt"
"http://dbpedia.org/resource/Aurel_Kolnai","http://rdf.freebase.com/ns/m.03c3_3x"
"http://dbpedia.org/resource/Bernard_Bolzano","http://rdf.freebase.com/ns/m.01s0nm"
"http://dbpedia.org/resource/Bernard_Stiegler","http://rdf.freebase.com/ns/m.0h068v"
"http://dbpedia.org/resource/Brian_Massumi","http://rdf.freebase.com/ns/m.07lt8f"
"http://dbpedia.org/resource/Bryan_Reynolds","http://rdf.freebase.com/ns/m.02pg9_9"
"http://dbpedia.org/resource/Carl_Stumpf","http://rdf.freebase.com/ns/m.02hrxh"
"http://dbpedia.org/resource/Charles_Maurras","http://rdf.freebase.com/ns/m.01g3g6"
"http://dbpedia.org/resource/Christian_Wolff_(philosopher)","http://rdf.freebase.com/ns/m.01czwg"
"http://dbpedia.org/resource/Claude_L%C3%A9vi-Strauss","http://rdf.freebase.com/ns/m.01tvt"
"http://dbpedia.org/resource/Cleanthes","http://rdf.freebase.com/ns/m.016_tb"
"http://dbpedia.org/resource/Dan_Zahavi","http://rdf.freebase.com/ns/m.03c5b09"
"http://dbpedia.org/resource/Dieter_Henrich","http://rdf.freebase.com/ns/m.02vp35p"
"http://dbpedia.org/resource/Donald_Davidson_(philosopher)","http://rdf.freebase.com/ns/m.01r6rr"
"http://dbpedia.org/resource/Ernesto_Laclau","http://rdf.freebase.com/ns/m.02xn4y"
"http://dbpedia.org/resource/F%C3%A9lix_Ravaisson-Mollien","http://rdf.freebase.com/ns/m.017lgr"
"http://dbpedia.org/resource/Francisco_Su%C3%A1rez","http://rdf.freebase.com/ns/m.042bxj"
"http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling","http://rdf.freebase.com/ns/m.0182w0"
"http://dbpedia.org/resource/Gabriel_Marcel","http://rdf.freebase.com/ns/m.02qyy8"
"http://dbpedia.org/resource/Gaius_Musonius_Rufus","http://rdf.freebase.com/ns/m.015hnk"
"http://dbpedia.org/resource/Georges_Bataille","http://rdf.freebase.com/ns/m.01dqh6"
"http://dbpedia.org/resource/Georges_Canguilhem","http://rdf.freebase.com/ns/m.039hch"
"http://dbpedia.org/resource/Gilbert_Simondon","http://rdf.freebase.com/ns/m.07hnl6"
"http://dbpedia.org/resource/Han_Ryner","http://rdf.freebase.com/ns/m.05sz8sv"
