"p","influenced"
"http://dbpedia.org/resource/Hans_K%C3%B6chler","http://rdf.freebase.com/ns/m.0b16h0"
"http://dbpedia.org/resource/Hermann_Lotze","http://rdf.freebase.com/ns/m.01b5b6"
"http://dbpedia.org/resource/J._L._Austin","http://rdf.freebase.com/ns/m.01jjv4"
"http://dbpedia.org/resource/J._M._E._McTaggart","http://rdf.freebase.com/ns/m.03c3_v"
"http://dbpedia.org/resource/Jakob_B%C3%B6hme","http://rdf.freebase.com/ns/m.02by2w"
"http://dbpedia.org/resource/Jan_Muka%C5%99ovsk%C3%BD","http://rdf.freebase.com/ns/m.0b4fzj"
"http://dbpedia.org/resource/Jan_Pato%C4%8Dka","http://rdf.freebase.com/ns/m.03rysd"
"http://dbpedia.org/resource/Johannes_Nikolaus_Tetens","http://rdf.freebase.com/ns/m.04q48q"
"http://dbpedia.org/resource/John_Colet","http://rdf.freebase.com/ns/m.015rvw"
"http://dbpedia.org/resource/Jos%C3%A9_Ortega_y_Gasset","http://rdf.freebase.com/ns/m.031954"
"http://dbpedia.org/resource/Joseph_de_Maistre","http://rdf.freebase.com/ns/m.01f6vp"
"http://dbpedia.org/resource/Karl-Otto_Apel","http://rdf.freebase.com/ns/m.05z_64"
"http://dbpedia.org/resource/Karl_Jaspers","http://rdf.freebase.com/ns/m.01x15b"
"http://dbpedia.org/resource/Kurt_Grelling","http://rdf.freebase.com/ns/m.05bp_p"
"http://dbpedia.org/resource/L%C3%A9on_Brunschvicg","http://rdf.freebase.com/ns/m.048z9d"
"http://dbpedia.org/resource/Leo_Strauss","http://rdf.freebase.com/ns/m.01dvtx"
"http://dbpedia.org/resource/Leszek_Ko%C5%82akowski","http://rdf.freebase.com/ns/m.040vxp"
"http://dbpedia.org/resource/Louis_Gabriel_Ambroise_de_Bonald","http://rdf.freebase.com/ns/m.02ydv2"
"http://dbpedia.org/resource/Ludwig_Feuerbach","http://rdf.freebase.com/ns/m.0182xl"
"http://dbpedia.org/resource/M%C3%A1rio_Ferreira_dos_Santos","http://rdf.freebase.com/ns/m.012hr921"
"http://dbpedia.org/resource/Manuel_De_Landa","http://rdf.freebase.com/ns/m.021ql3"
"http://dbpedia.org/resource/Melissus_of_Samos","http://rdf.freebase.com/ns/m.02glh2"
"http://dbpedia.org/resource/Metrodorus_of_Lampsacus_(the_younger)","http://rdf.freebase.com/ns/m.049s_y"
"http://dbpedia.org/resource/Michael_J._Shapiro","http://rdf.freebase.com/ns/m.0b1zk3"
"http://dbpedia.org/resource/Michel_Br%C3%A9al","http://rdf.freebase.com/ns/m.01l8g9"
"http://dbpedia.org/resource/Michel_Onfray","http://rdf.freebase.com/ns/m.065_27"
"http://dbpedia.org/resource/Nicholas_Rescher","http://rdf.freebase.com/ns/m.02rrz4"
"http://dbpedia.org/resource/Nicholas_of_Cusa","http://rdf.freebase.com/ns/m.01pqmd"
"http://dbpedia.org/resource/Nicolas_Malebranche","http://rdf.freebase.com/ns/m.017h16"
"http://dbpedia.org/resource/Paul_Ric%C5%93ur","http://rdf.freebase.com/ns/m.02bvkz"
"http://dbpedia.org/resource/Peter_Sloterdijk","http://rdf.freebase.com/ns/m.03tqkv"
"http://dbpedia.org/resource/Philippa_Foot","http://rdf.freebase.com/ns/m.04ycgp"
"http://dbpedia.org/resource/Phillip_Blond","http://rdf.freebase.com/ns/m.04n439v"
"http://dbpedia.org/resource/Philodemus","http://rdf.freebase.com/ns/m.07slxy"
"http://dbpedia.org/resource/Pierre_Duhem","http://rdf.freebase.com/ns/m.026v7j"
"http://dbpedia.org/resource/Pierre_Gassendi","http://rdf.freebase.com/ns/m.01b_dj"
"http://dbpedia.org/resource/Pyrrho","http://rdf.freebase.com/ns/m.011k9p"
"http://dbpedia.org/resource/Raoul_Vaneigem","http://rdf.freebase.com/ns/m.01px7_"
"http://dbpedia.org/resource/Roland_Barthes","http://rdf.freebase.com/ns/m.017kb5"
"http://dbpedia.org/resource/Roman_Ingarden","http://rdf.freebase.com/ns/m.067c83"
"http://dbpedia.org/resource/Salomon_Maimon","http://rdf.freebase.com/ns/m.078dpp"
"http://dbpedia.org/resource/Sebastian_Shaumyan","http://rdf.freebase.com/ns/m.02qh76x"
"http://dbpedia.org/resource/Slavoj_%C5%BDi%C5%BEek","http://rdf.freebase.com/ns/m.0169ff"
"http://dbpedia.org/resource/W._D._Ross","http://rdf.freebase.com/ns/m.063xy9"
"http://dbpedia.org/resource/William_E._Connolly","http://rdf.freebase.com/ns/m.06p686"
"http://dbpedia.org/resource/Claude_Adrien_Helv%C3%A9tius","http://rdf.freebase.com/ns/m.01bwl8"
"http://dbpedia.org/resource/Hazrat_Babajan","http://rdf.freebase.com/ns/m.0cpsbj"
"http://dbpedia.org/resource/Karl_Robert_Eduard_von_Hartmann","http://rdf.freebase.com/ns/m.02vhlz"
"http://dbpedia.org/resource/Martin_Buber","http://rdf.freebase.com/ns/m.01hb49"
"http://dbpedia.org/resource/Narayan_Maharaj","http://rdf.freebase.com/ns/m.0crz_1"
"http://dbpedia.org/resource/Pherecydes_of_Syros","http://rdf.freebase.com/ns/m.03g3d3"
"http://dbpedia.org/resource/Richard_McKeon","http://rdf.freebase.com/ns/m.0bbm0m"
"http://dbpedia.org/resource/Richard_Tarnas","http://rdf.freebase.com/ns/m.0bt2p6"
"http://dbpedia.org/resource/Tajuddin_Muhammad_Badruddin","http://rdf.freebase.com/ns/m.03d5h8j"
"http://dbpedia.org/resource/Upasni_Maharaj","http://rdf.freebase.com/ns/m.0cprqc"
"http://dbpedia.org/resource/Alexandre_Koj%C3%A8ve","http://rdf.freebase.com/ns/m.039tyk"
"http://dbpedia.org/resource/Bayazid_Bastami","http://rdf.freebase.com/ns/m.04z4gp"
"http://dbpedia.org/resource/Crispin_Wright","http://rdf.freebase.com/ns/m.01s3cb"
"http://dbpedia.org/resource/David_Hartley_(philosopher)","http://rdf.freebase.com/ns/m.017gqs"
"http://dbpedia.org/resource/Duns_Scotus","http://rdf.freebase.com/ns/m.0m1wd"
"http://dbpedia.org/resource/F._C._S._Schiller","http://rdf.freebase.com/ns/m.05xp4l"
"http://dbpedia.org/resource/Frank_P._Ramsey","http://rdf.freebase.com/ns/m.01jkgd"
"http://dbpedia.org/resource/Friedrich_Schleiermacher","http://rdf.freebase.com/ns/m.018fn7"
"http://dbpedia.org/resource/Gilbert_Ryle","http://rdf.freebase.com/ns/m.03yfwn"
"http://dbpedia.org/resource/Giorgio_Agamben","http://rdf.freebase.com/ns/m.01vr7x"
"http://dbpedia.org/resource/Herbert_Marcuse","http://rdf.freebase.com/ns/m.03l44"
"http://dbpedia.org/resource/Iamblichus","http://rdf.freebase.com/ns/m.036n69"
"http://dbpedia.org/resource/Ibn_Qayyim_Al-Jawziyya","http://rdf.freebase.com/ns/m.05yrms"
"http://dbpedia.org/resource/Isaiah_Berlin","http://rdf.freebase.com/ns/m.014nx0"
"http://dbpedia.org/resource/Jean_Baudrillard","http://rdf.freebase.com/ns/m.01hmpq"
"http://dbpedia.org/resource/Johannes_Scotus_Eriugena","http://rdf.freebase.com/ns/m.044g1n"
"http://dbpedia.org/resource/John_Gray_(philosopher)","http://rdf.freebase.com/ns/m.041ydw"
"http://dbpedia.org/resource/John_McDowell","http://rdf.freebase.com/ns/m.01f2rc"
"http://dbpedia.org/resource/Kenneth_Waltz","http://rdf.freebase.com/ns/m.04b2f0"
"http://dbpedia.org/resource/Luce_Irigaray","http://rdf.freebase.com/ns/m.02wjfw"
"http://dbpedia.org/resource/Maurice_Blanchot","http://rdf.freebase.com/ns/m.01m29m"
"http://dbpedia.org/resource/Meister_Eckhart","http://rdf.freebase.com/ns/m.01ttgn"
"http://dbpedia.org/resource/Mikhail_Bakhtin","http://rdf.freebase.com/ns/m.02rxg8"
"http://dbpedia.org/resource/Nicholas_Wolterstorff","http://rdf.freebase.com/ns/m.0419d0"
"http://dbpedia.org/resource/Otto_Weininger","http://rdf.freebase.com/ns/m.01ckkq"
"http://dbpedia.org/resource/P%C4%81%E1%B9%87ini","http://rdf.freebase.com/ns/m.0dvv6j"
"http://dbpedia.org/resource/Peter_Geach","http://rdf.freebase.com/ns/m.01s3cq"
"http://dbpedia.org/resource/Peter_Hacker","http://rdf.freebase.com/ns/m.0dhvs7"
"http://dbpedia.org/resource/Raymond_Aron","http://rdf.freebase.com/ns/m.01tw09"
"http://dbpedia.org/resource/Roderick_Chisholm","http://rdf.freebase.com/ns/m.05vmf0j"
"http://dbpedia.org/resource/Roderick_T._Long","http://rdf.freebase.com/ns/m.06rr91"
"http://dbpedia.org/resource/Ronald_Dworkin","http://rdf.freebase.com/ns/m.01rbsv"
"http://dbpedia.org/resource/Samuel_Edward_Konkin_III","http://rdf.freebase.com/ns/m.05vckg"
"http://dbpedia.org/resource/Stephen_Toulmin","http://rdf.freebase.com/ns/m.0592mp"
"http://dbpedia.org/resource/Wilhelm_Dilthey","http://rdf.freebase.com/ns/m.02wcp1"
"http://dbpedia.org/resource/William_L._Rowe","http://rdf.freebase.com/ns/m.02qpts6"
"http://dbpedia.org/resource/Zechariah_Chafee","http://rdf.freebase.com/ns/m.05vq17y"
"http://dbpedia.org/resource/Richard_Cantillon","http://rdf.freebase.com/ns/m.02q8cz"
"http://dbpedia.org/resource/C._D._Broad","http://rdf.freebase.com/ns/m.05wvm8h"
"http://dbpedia.org/resource/Clarence_Irving_Lewis","http://rdf.freebase.com/ns/m.027zvd"
"http://dbpedia.org/resource/Hans_Jonas","http://rdf.freebase.com/ns/m.02bb9q"
"http://dbpedia.org/resource/Hipparchia_of_Maroneia","http://rdf.freebase.com/ns/m.0cg0d2"
"http://dbpedia.org/resource/John_B._Cobb","http://rdf.freebase.com/ns/m.05psl6"
"http://dbpedia.org/resource/Joseph_A._Bracken","http://rdf.freebase.com/ns/m.05wd42l"
"http://dbpedia.org/resource/Joxe_Azurmendi","http://rdf.freebase.com/ns/m.0pmgzwr"
"http://dbpedia.org/resource/Jules_Vuillemin","http://rdf.freebase.com/ns/m.03hp457"
"http://dbpedia.org/resource/Jyotirao_Phule","http://rdf.freebase.com/ns/m.030jtz"
"http://dbpedia.org/resource/Mili%C4%8D_%C4%8Capek","http://rdf.freebase.com/ns/m.0h7lh9m"
"http://dbpedia.org/resource/Peter_Abelard","http://rdf.freebase.com/ns/m.0cf10s"
"http://dbpedia.org/resource/Randall_Collins","http://rdf.freebase.com/ns/m.0c0zs7"
"http://dbpedia.org/resource/Wolfgang_Smith","http://rdf.freebase.com/ns/m.02rxdfx"
"http://dbpedia.org/resource/Christian_von_Ehrenfels","http://rdf.freebase.com/ns/m.03ks6s"
"http://dbpedia.org/resource/Emer_de_Vattel","http://rdf.freebase.com/ns/m.05x1vk"
"http://dbpedia.org/resource/Karl_Kautsky","http://rdf.freebase.com/ns/m.01x_n6"
"http://dbpedia.org/resource/Dominique_Janicaud","http://rdf.freebase.com/ns/m.05vtns6"
"http://dbpedia.org/resource/Manfred_Frank","http://rdf.freebase.com/ns/m.02rxpj7"
"http://dbpedia.org/resource/Pierre_Hadot","http://rdf.freebase.com/ns/m.05vdbw9"
"http://dbpedia.org/resource/Al-Hasan_ibn_'Ali_al-Barbahari","http://rdf.freebase.com/ns/m.02w1sp6"
"http://dbpedia.org/resource/Amin_Ahsan_Islahi","http://rdf.freebase.com/ns/m.0fg61h"
"http://dbpedia.org/resource/Eduardo_Rabossi","http://rdf.freebase.com/ns/m.090rq1"
"http://dbpedia.org/resource/Muhammad_Faizullah","http://rdf.freebase.com/ns/m.0gy06m6"
"http://dbpedia.org/resource/Stefan_Sarnowski","http://rdf.freebase.com/ns/m.0gg9kvb"
"http://dbpedia.org/resource/Karen_J._Warren","http://rdf.freebase.com/ns/m.02w0bb1"
"http://dbpedia.org/resource/Michele_Marsonet","http://rdf.freebase.com/ns/m.0h1h98h"
"http://dbpedia.org/resource/Sayyad_Laal_Shah_Hamdani","http://rdf.freebase.com/ns/m.0ch24vc"
"http://dbpedia.org/resource/William_Crathorn","http://rdf.freebase.com/ns/m.0462ttb"
"http://dbpedia.org/resource/C._J._F._Williams","http://rdf.freebase.com/ns/m.0gkywxy"
"http://dbpedia.org/resource/Theodore_Drange","http://rdf.freebase.com/ns/m.02qhmv1"
"http://dbpedia.org/resource/Ralph_C._S._Walker","http://rdf.freebase.com/ns/m.05xxq2w"
"http://dbpedia.org/resource/S._A._(Sharon)_Lloyd","http://rdf.freebase.com/ns/m.0_qlh85"
"http://dbpedia.org/resource/Elena_Oznobkina","http://rdf.freebase.com/ns/m.0j63wrn"
"http://dbpedia.org/resource/Ricardo_Forster","http://rdf.freebase.com/ns/m.0r4jfvx"
"http://dbpedia.org/resource/Robert_B._Pippin","http://rdf.freebase.com/ns/m.0drs69"
"http://dbpedia.org/resource/Richard_Rorty","http://rdf.freebase.com/ns/m.01d494"
"http://dbpedia.org/resource/Robert_E._Goodin","http://rdf.freebase.com/ns/m.05y4hhz"
"http://dbpedia.org/resource/Antoun_Saadeh","http://rdf.freebase.com/ns/m.02v90q"
"http://dbpedia.org/resource/Charlotte_Witt","http://rdf.freebase.com/ns/m.0x0jpnp"
"http://dbpedia.org/resource/Edward_Said","http://rdf.freebase.com/ns/m.0969fd"
"http://dbpedia.org/resource/Gary_Chartier","http://rdf.freebase.com/ns/m.07kd_41"
"http://dbpedia.org/resource/Guy_Hocquenghem","http://rdf.freebase.com/ns/m.0fx_b5"
"http://dbpedia.org/resource/Norman_O._Brown","http://rdf.freebase.com/ns/m.04x9n7"
"http://dbpedia.org/resource/Philip_Lindholm","http://rdf.freebase.com/ns/m.0gwl41"
"http://dbpedia.org/resource/Steven_P._Scalet","http://rdf.freebase.com/ns/m.010fhjtd"
"http://dbpedia.org/resource/Ron_Polansky","http://rdf.freebase.com/ns/m.0gwzbf8"
"http://dbpedia.org/resource/Gordon_Clark","http://rdf.freebase.com/ns/m.03z40r"
"http://dbpedia.org/resource/Hans_Kelsen","http://rdf.freebase.com/ns/m.04qf94"
"http://dbpedia.org/resource/Ioane_Petritsi","http://rdf.freebase.com/ns/m.0464q4k"
"http://dbpedia.org/resource/Louis_Lavelle","http://rdf.freebase.com/ns/m.026b9k3"
"http://dbpedia.org/resource/Masahiro_Morioka","http://rdf.freebase.com/ns/m.0gx1ww3"
"http://dbpedia.org/resource/John_D._Caputo","http://rdf.freebase.com/ns/m.02g26j"
"http://dbpedia.org/resource/Amy_Allen_(philosopher)","http://rdf.freebase.com/ns/m.05xgn9m"
"http://dbpedia.org/resource/Azizul_Haque_(scholar)","http://rdf.freebase.com/ns/m.0gmgz3h"
"http://dbpedia.org/resource/Carl_Raschke","http://rdf.freebase.com/ns/m.05yl92f"
"http://dbpedia.org/resource/Damaris_Cudworth_Masham","http://rdf.freebase.com/ns/m.058sj2"
"http://dbpedia.org/resource/Ivan_Svit%C3%A1k","http://rdf.freebase.com/ns/m.05z_cs5"
"http://dbpedia.org/resource/Mark_Poster","http://rdf.freebase.com/ns/m.05y39dp"
"http://dbpedia.org/resource/Paul_Dolan_(academic)","http://rdf.freebase.com/ns/m.0y4ymxv"
"http://dbpedia.org/resource/R._Kent_Greenawalt","http://rdf.freebase.com/ns/m.05vpwzz"
"http://dbpedia.org/resource/R._Radhakrishnan","http://rdf.freebase.com/ns/m.09gkygn"
"http://dbpedia.org/resource/Susan_Stebbing","http://rdf.freebase.com/ns/m.09_sf7"
"http://dbpedia.org/resource/Wang_Keping_(academic)","http://rdf.freebase.com/ns/m.0yxzpc7"
"http://dbpedia.org/resource/Roy_Johnston","http://rdf.freebase.com/ns/m.065z_vt"
"http://dbpedia.org/resource/Brad_Hooker","http://rdf.freebase.com/ns/m.05x1lqq"
"http://dbpedia.org/resource/Muhammad_Mustafa_Jauhar","http://rdf.freebase.com/ns/m.065yt05"
"http://dbpedia.org/resource/Peter_G._Ossorio","http://rdf.freebase.com/ns/m.0c41jl_"
"http://dbpedia.org/resource/Duran_%C3%87etin","http://rdf.freebase.com/ns/m.0gg9zfc"
"http://dbpedia.org/resource/John_Daniel_Wild","http://rdf.freebase.com/ns/m.02x1yvj"
"http://dbpedia.org/resource/Elena_Cornaro_Piscopia","http://rdf.freebase.com/ns/m.0d6_ch"
"http://dbpedia.org/resource/Mahmoud_Khatami","http://rdf.freebase.com/ns/m.0g3b5d"
"http://dbpedia.org/resource/Rasheed_Turabi","http://rdf.freebase.com/ns/m.0g215h"
"http://dbpedia.org/resource/Muhammad_Taqi-ud-Din_al-Hilali","http://rdf.freebase.com/ns/m.04g1_yp"
"http://dbpedia.org/resource/Nicholas_Burbules","http://rdf.freebase.com/ns/m.05wwd_y"
"http://dbpedia.org/resource/Rudolf_Sutermeister","http://rdf.freebase.com/ns/m.011spl5b"
"http://dbpedia.org/resource/Donniel_Hartman","http://rdf.freebase.com/ns/m.09v7fdz"
"http://dbpedia.org/resource/Mohammad_Ebrahim_Bastani_Parizi","http://rdf.freebase.com/ns/m.04gmtw0"
"http://dbpedia.org/resource/Charles_Guignon","http://rdf.freebase.com/ns/m.0c46wsy"
"http://dbpedia.org/resource/Tomoko_Masuzawa","http://rdf.freebase.com/ns/m.0ddprxs"
"http://dbpedia.org/resource/Gail_Fine","http://rdf.freebase.com/ns/m.05vmncv"
"http://dbpedia.org/resource/Debra_Satz","http://rdf.freebase.com/ns/m.0dm5wln"
"http://dbpedia.org/resource/Gary_Gutting","http://rdf.freebase.com/ns/m.05wk2_7"
"http://dbpedia.org/resource/James_Fieser","http://rdf.freebase.com/ns/m.05w34dh"
"http://dbpedia.org/resource/Sally_Scholz","http://rdf.freebase.com/ns/m.0wygcv2"
"http://dbpedia.org/resource/Thomas_E._Hill_(academic)","http://rdf.freebase.com/ns/m.0w509f1"
"http://dbpedia.org/resource/Asclepiodotus_of_Alexandria","http://rdf.freebase.com/ns/m.03d1x7k"
"http://dbpedia.org/resource/Bob_Hale_(philosopher)","http://rdf.freebase.com/ns/m.03cnlj3"
"http://dbpedia.org/resource/C._E._M._Joad","http://rdf.freebase.com/ns/m.03rwk0"
"http://dbpedia.org/resource/Friedrich_Heinrich_Jacobi","http://rdf.freebase.com/ns/m.01cz85"
"http://dbpedia.org/resource/Gilles_Ch%C3%A2telet","http://rdf.freebase.com/ns/m.0_fq1t9"
"http://dbpedia.org/resource/Jaroslav_Peregrin","http://rdf.freebase.com/ns/m.05zll1d"
"http://dbpedia.org/resource/Jennifer_Whiting","http://rdf.freebase.com/ns/m.0y7w3r7"
"http://dbpedia.org/resource/Justus_Buchler","http://rdf.freebase.com/ns/m.05xf813"
"http://dbpedia.org/resource/Moses_Mendelssohn","http://rdf.freebase.com/ns/m.0c74z"
"http://dbpedia.org/resource/Pierre-Joseph_Proudhon","http://rdf.freebase.com/ns/m.0d7t6"
"http://dbpedia.org/resource/Richard_Popkin","http://rdf.freebase.com/ns/m.04hlxr"
"http://dbpedia.org/resource/Susanne_Langer","http://rdf.freebase.com/ns/m.0771w3"
"http://dbpedia.org/resource/Syed_Ahmad_Khan","http://rdf.freebase.com/ns/m.02g7z5"
"http://dbpedia.org/resource/Thubten_Zopa_Rinpoche","http://rdf.freebase.com/ns/m.07j1bg"
"http://dbpedia.org/resource/Y._Michal_Bodemann","http://rdf.freebase.com/ns/m.05wl1kn"
"http://dbpedia.org/resource/Abdulhakim_Arvasi","http://rdf.freebase.com/ns/m.0cwmr5"
"http://dbpedia.org/resource/Adolph_Peter_Adler","http://rdf.freebase.com/ns/m.09k4ldw"
"http://dbpedia.org/resource/Aleksandr_Dugin","http://rdf.freebase.com/ns/m.03qykg"
"http://dbpedia.org/resource/Alexandre_Koyr%C3%A9","http://rdf.freebase.com/ns/m.06s3rg"
"http://dbpedia.org/resource/Andr%C3%A9_Glucksmann","http://rdf.freebase.com/ns/m.06fb43"
"http://dbpedia.org/resource/Anthony_Collins","http://rdf.freebase.com/ns/m.019vb0"
"http://dbpedia.org/resource/F._H._Bradley","http://rdf.freebase.com/ns/m.02dtxl"
"http://dbpedia.org/resource/Fran%C3%A7ois_Jullien","http://rdf.freebase.com/ns/m.09rx5m7"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://rdf.freebase.com/ns/m.01t23c"
"http://dbpedia.org/resource/Ivo_Urban%C4%8Di%C4%8D","http://rdf.freebase.com/ns/m.04jnb18"
"http://dbpedia.org/resource/Jacques_Ellul","http://rdf.freebase.com/ns/m.03kk6x"
"http://dbpedia.org/resource/James_Martineau","http://rdf.freebase.com/ns/m.01dcvd"
"http://dbpedia.org/resource/Justin_Oakley","http://rdf.freebase.com/ns/m.02z4y2f"
"http://dbpedia.org/resource/Michael_Hardt","http://rdf.freebase.com/ns/m.02pyjw"
"http://dbpedia.org/resource/Michael_Tye_(philosopher)","http://rdf.freebase.com/ns/m.02vpy2g"
"http://dbpedia.org/resource/Nel_Noddings","http://rdf.freebase.com/ns/m.0h7d52"
"http://dbpedia.org/resource/Nelson_Goodman","http://rdf.freebase.com/ns/m.04dyc2"
"http://dbpedia.org/resource/Sayyid_Haydar_Amuli","http://rdf.freebase.com/ns/m.0gkyj_n"
"http://dbpedia.org/resource/Sextus_Empiricus","http://rdf.freebase.com/ns/m.0182_n"
"http://dbpedia.org/resource/Stuart_Hampshire","http://rdf.freebase.com/ns/m.036cfm"
"http://dbpedia.org/resource/Yu_Zhengxie","http://rdf.freebase.com/ns/m.080p7f"
"http://dbpedia.org/resource/%C3%89ric_Geoffroy","http://rdf.freebase.com/ns/m.0h977mx"
"http://dbpedia.org/resource/Mou_Zongsan","http://rdf.freebase.com/ns/m.089990"
"http://dbpedia.org/resource/Peter_Ludlow","http://rdf.freebase.com/ns/m.08ht64"
"http://dbpedia.org/resource/Terrell_Ward_Bynum","http://rdf.freebase.com/ns/m.0h3pfq5"
"http://dbpedia.org/resource/Albert_Hofstadter","http://rdf.freebase.com/ns/m.0by0jgt"
"http://dbpedia.org/resource/Alexander_Gottlieb_Baumgarten","http://rdf.freebase.com/ns/m.01r5yn"
"http://dbpedia.org/resource/Anthony_Kenny","http://rdf.freebase.com/ns/m.01s3b_"
"http://dbpedia.org/resource/August_Schleicher","http://rdf.freebase.com/ns/m.01w5mh"
"http://dbpedia.org/resource/Bernard_Mandeville","http://rdf.freebase.com/ns/m.02qjjq"
"http://dbpedia.org/resource/Carl_Schmitt","http://rdf.freebase.com/ns/m.024kq1"
"http://dbpedia.org/resource/Charles_Stevenson","http://rdf.freebase.com/ns/m.02zbnb"
"http://dbpedia.org/resource/H._L._A._Hart","http://rdf.freebase.com/ns/m.01tfg3"
"http://dbpedia.org/resource/Eric_Ormsby","http://rdf.freebase.com/ns/m.02x2h14"
"http://dbpedia.org/resource/Ernst_Bloch","http://rdf.freebase.com/ns/m.02r76r"
"http://dbpedia.org/resource/Ernst_Cassirer","http://rdf.freebase.com/ns/m.02prnr"
"http://dbpedia.org/resource/Euclid_of_Megara","http://rdf.freebase.com/ns/m.03n25g"
"http://dbpedia.org/resource/George_Campbell_(minister)","http://rdf.freebase.com/ns/m.08js7h"
"http://dbpedia.org/resource/Gila_Sher","http://rdf.freebase.com/ns/m.02rhl9k"
"http://dbpedia.org/resource/Mookie_Tenembaum","http://rdf.freebase.com/ns/m.04g0j_h"
"http://dbpedia.org/resource/Gy%C3%B6rgy_Luk%C3%A1cs","http://rdf.freebase.com/ns/m.01t57w"
"http://dbpedia.org/resource/Harold_Arthur_Prichard","http://rdf.freebase.com/ns/m.06r3tg"
"http://dbpedia.org/resource/Heinrich_Rickert","http://rdf.freebase.com/ns/m.04f7p_"
"http://dbpedia.org/resource/Henri_Lefebvre","http://rdf.freebase.com/ns/m.03fg90"
"http://dbpedia.org/resource/Howard_Kahane","http://rdf.freebase.com/ns/m.0gmb_yq"
"http://dbpedia.org/resource/Johann_Heinrich_Pestalozzi","http://rdf.freebase.com/ns/m.02vtc2"
"http://dbpedia.org/resource/Jonathan_Lear","http://rdf.freebase.com/ns/m.09t4hx"
"http://dbpedia.org/resource/Joseph_Owens_(Redemptorist)","http://rdf.freebase.com/ns/m.05w61m3"
"http://dbpedia.org/resource/Max_Adler_(Marxist)","http://rdf.freebase.com/ns/m.06s7yl"
"http://dbpedia.org/resource/Petar_II_Petrovi%C4%87-Njego%C5%A1","http://rdf.freebase.com/ns/m.01hlpc"
"http://dbpedia.org/resource/Pierre_Bayle","http://rdf.freebase.com/ns/m.01stjn"
"http://dbpedia.org/resource/Richard_Avenarius","http://rdf.freebase.com/ns/m.0440vk"
"http://dbpedia.org/resource/Ruth_Millikan","http://rdf.freebase.com/ns/m.06f7kk"
"http://dbpedia.org/resource/Serge_Latouche","http://rdf.freebase.com/ns/m.06svbb"
"http://dbpedia.org/resource/Shah_Abdul_Aziz","http://rdf.freebase.com/ns/m.0ksrfn"
"http://dbpedia.org/resource/William_Thompson_(philosopher)","http://rdf.freebase.com/ns/m.05kd5z"
"http://dbpedia.org/resource/Alexander_Nehamas","http://rdf.freebase.com/ns/m.04crlg"
"http://dbpedia.org/resource/Hans_Reichenbach","http://rdf.freebase.com/ns/m.059cpt"
"http://dbpedia.org/resource/John_Allen_Williams","http://rdf.freebase.com/ns/m.0h95xgk"
"http://dbpedia.org/resource/Joseph_Raz","http://rdf.freebase.com/ns/m.07c37_"
"http://dbpedia.org/resource/Muhammad_Yusuf_Ludhianvi","http://rdf.freebase.com/ns/m.06d0ft"
"http://dbpedia.org/resource/Roberta_Klatzky","http://rdf.freebase.com/ns/m.052zxh2"
"http://dbpedia.org/resource/Susan_Haack","http://rdf.freebase.com/ns/m.01vmpn"
"http://dbpedia.org/resource/Wlodek_Rabinowicz","http://rdf.freebase.com/ns/m.0ll2d4_"
"http://dbpedia.org/resource/Abu_Muslim_al-Khawlani","http://rdf.freebase.com/ns/m.0d6mf4"
"http://dbpedia.org/resource/Bernard_Gert","http://rdf.freebase.com/ns/m.03t2dq"
"http://dbpedia.org/resource/David_M._Rosenthal_(philosopher)","http://rdf.freebase.com/ns/m.02vvsj8"
"http://dbpedia.org/resource/Jonathan_D._Moreno","http://rdf.freebase.com/ns/m.05ylngb"
"http://dbpedia.org/resource/Michael_Levin","http://rdf.freebase.com/ns/m.0cv72y"
"http://dbpedia.org/resource/Neven_Sesardi%C4%87","http://rdf.freebase.com/ns/m.0g_yqp"
"http://dbpedia.org/resource/Richard_Watson_(philosopher)","http://rdf.freebase.com/ns/m.05wflrd"
"http://dbpedia.org/resource/Rosi_Braidotti","http://rdf.freebase.com/ns/m.02698ng"
"http://dbpedia.org/resource/Christoph_von_Sigwart","http://rdf.freebase.com/ns/m.03lr9f"
"http://dbpedia.org/resource/Raya_Dunayevskaya","http://rdf.freebase.com/ns/m.03t30h"
"http://dbpedia.org/resource/Robert_Brandom","http://rdf.freebase.com/ns/m.03ktgg"
"http://dbpedia.org/resource/Samuel_Alexander","http://rdf.freebase.com/ns/m.05wk13x"
"http://dbpedia.org/resource/Bijan_Abdolkarimi","http://rdf.freebase.com/ns/m.0ll0nl6"
"http://dbpedia.org/resource/Pandhareenathachar_Galagali","http://rdf.freebase.com/ns/m.0l8prn8"
"http://dbpedia.org/resource/Al-Mutanabbi","http://rdf.freebase.com/ns/m.03pqg1"
"http://dbpedia.org/resource/Sibawayh","http://rdf.freebase.com/ns/m.03p08g"
"http://dbpedia.org/resource/Solomon_ibn_Gabirol","http://rdf.freebase.com/ns/m.03rsnx"
"http://dbpedia.org/resource/Ted_Honderich","http://rdf.freebase.com/ns/m.03p67y"
"http://dbpedia.org/resource/Alasdair_Cochrane","http://rdf.freebase.com/ns/m.0vzrcdd"
"http://dbpedia.org/resource/Gerald_O'Collins","http://rdf.freebase.com/ns/m.0nb8d03"
"http://dbpedia.org/resource/Rein_Raud","http://rdf.freebase.com/ns/m.0j9p9yg"
