no,fb1,fb2,name_x,phil_x,writ_x,name_y,phil_y,writ_y
26515,/m/0d_w7,/m/05sy3gw,Frank Gehry,,,James Verbicky,,
26516,/m/0ff3k,/m/0frtpw,Charles Addams,,,Mark Tatulli,,
26517,/m/0dl5x,/m/05xvcrt,,,,Jan Blommaert,,1.0
26518,/m/0f7hc,/m/0kfz6w7,Eddie Murphy,,,,,
26519,/m/0gds5,/m/02yrkx,,,,,,
26520,/m/0gcjf,/m/04rzz4,Jasper Johns,,,Vija Celmins,,
26521,/m/0f1jy,/m/0g3yjs,,,,,,
26522,/m/0gcjf,/m/017b13,Jasper Johns,,,Frank Stella,,
26523,/m/0d4kl,/m/010rdrn4,,,,,,
26524,/m/0dvf0,/m/0wjghj6,,,,,,
26525,/m/0dzkq,/m/04zwy5x,Jacques Derrida,1.0,,,,
26526,/m/0gcjf,/m/04gk27h,Jasper Johns,,,,,
26527,/m/0dzkq,/m/04lh_p4,Jacques Derrida,1.0,,Adriana Cavarero,,
26528,/m/0dzkq,/m/01vr7x,Jacques Derrida,1.0,,Giorgio Agamben,1.0,
26529,/m/0ghzl,/m/05h151,Immanuel the Roman,,,Shaul Tchernichovsky,,1.0
26530,/m/0gcjf,/m/09n44c,Jasper Johns,,,Brice Marden,,
26531,/m/0dzkq,/m/01d494,Jacques Derrida,1.0,,Richard Rorty,1.0,
26532,/m/0gcjf,/m/0_yf9lg,Jasper Johns,,,,,
26533,/m/07n77,/m/026d9_y,,,,,,
26534,/m/0f53v,/m/0h359w,,,,,,
26535,/m/0ddb5,/m/0ccm95,,,,Carter Revard,,1.0
26536,/m/0fs5n,/m/03j_q,,,,,,
26537,/m/0bqb_,/m/0gg4tr1,Max Ernst,,,,,
26538,/m/0bqb_,/m/039gl6,Max Ernst,,,Louise Nevelson,,
26539,/m/0gfwm,/m/040ysg,,,,,,
26540,/m/0bqb_,/m/05_yxc,Max Ernst,,,Victor Bregeda,,
26541,/m/0chn2,/m/05vpz,,,,,,
26542,/m/07n77,/m/042v27,,,,,,
26543,/m/0f43d,/m/05xynyc,Talcott Parsons,,,Edward Laumann,,1.0
26544,/m/0868f,/m/0d5lk,,,,Abbie Hoffman,,1.0
26545,/m/0bqb_,/m/074231,Max Ernst,,,,,
26546,/m/0bqb_,/m/026ztdd,Max Ernst,,,,,
26547,/m/0bqb_,/m/03c3sh7,Max Ernst,,,,,
26548,/m/0dvns,/m/0j29ktf,Louis Sullivan,,,,,
26549,/m/0bqb_,/m/02h6d3h,Max Ernst,,,,,
26550,/m/03jv5q,/m/04gm_x,,,,B.S. Johnson,,
26551,/m/05txz6,/m/04170pq,,,,,,
26552,/m/05x1gg5,/m/0cz9cwf,,,,,,
26553,/m/0c44bww,/m/03qhnzm,,,,Ragnhild Hatton,,
26554,/m/02v0j8,/m/0fpk4h5,,,,,,
26555,/m/0cc9n0r,/m/0ll3wgt,,,,,,
26556,/m/04q6hsq,/m/0465840,Roelof Paul Citroen,,,Kees Bol,,
26557,/m/0316pg,/m/017b13,Franz Kline,,,Frank Stella,,
26558,/m/064kjnb,/m/03d4tbj,,,,Jeffrey Overstreet,,
26559,/m/0c02yn2,/m/04lhn3q,,,,,,
26560,/m/09gk0j6,/m/051rjt,,,,Xawery Dunikowski,,
26561,/m/0wynfwy,/m/0wzrjlw,,,,,,
26562,/m/035jjj,/m/0w34gm4,,,,,,
26563,/m/012zchsc,/m/026dqfw,,,,,,
26564,/m/0316pg,/m/02rdbqm,Franz Kline,,,,,
26565,/m/0h3wfyf,/m/0bx_2tc,,,,,,
26566,/m/0316pg,/m/0dxx6h,Franz Kline,,,Ronnie Landfield,,
26567,/m/0fb1q,/m/05h2h3c,Whoopi Goldberg,,,Maija DiGiorgio,,
26568,/m/04gghpk,/m/02rpm3k,,,,,,
26569,/m/0cc9n0r,/m/0lksf8h,,,,,,
26570,/m/0c05p,/m/03mdnp0,,,,,,
26571,/m/0hn9wmg,/m/024x3x,,,,Dulah Marie Evans,,
26572,/m/03zpsw,/m/01jfqj,,,,,,
26573,/m/047tf8p,/m/0kshks,,,,,,
26574,/m/05f60w7,/m/0gfhxts,,,,,,
26575,/m/0316pg,/m/05bwzj,Franz Kline,,,Peter Voulkos,,
26576,/m/0bv70,/m/06c_kn,Alice Walker,,1.0,Patricia Hill Collins,1.0,
26577,/m/0k7_vc,/m/0ds17k9,,,,,,
26578,/m/0bv70,/m/052781,Alice Walker,,1.0,Dorothy Allison,,1.0
26579,/m/03k9yt,/m/0105p3xx,Pietro Perugino,,,,,
26580,/m/0g9_l9v,/m/0w4y2x7,,,,,,
26581,/m/0316pg,/m/0ctg9f,Franz Kline,,,Joan Mitchell,,
26582,/m/0btj0,/m/01dtbz,Buster Keaton,,1.0,Don Hertzfeldt,,
26583,/m/02rpq,/m/0hl94,Desiderius Erasmus,1.0,,Hugo Grotius,1.0,
26584,/m/0b3q6,/m/011sp5lx,Carl Woese,,,,,
26585,/m/0bk5r,/m/0864t,Carl Jung,1.0,,Wolfgang Pauli,,
26586,/m/029tx,/m/051w3th,,,,Mark Zug,,
26587,/m/09ff3,/m/02vy1lt,,,,,,
26588,/m/09ff3,/m/0g59576,,,,,,
26589,/m/0b281,/m/0dcgf7,Carl Sandburg,,1.0,Antonella Gambotto-Burke,,
26590,/m/02cg9,/m/0413t1h,,,,,,
26591,/m/09ff3,/m/07jrgy,,,,,,
26592,/m/09ff3,/m/08c9kt,,,,Anita Malfatti,,
26593,/m/09ff3,/m/07k8mw,,,,Eamon Everall,,
26594,/m/09ff3,/m/03ndmd,,,,,,
26595,/m/0bk5r,/m/012843v2,Carl Jung,1.0,,,,
26596,/m/09ff3,/m/0dc61y,,,,Emilio Pettoruti,,
26597,/m/0283x,/m/0cc6072,Donald Knuth,,1.0,,,
26598,/m/02nj6,/m/01bq8d,E. B. White,,1.0,Louis Sachar,,1.0
26599,/m/02g3w,/m/0y6bf3x,Dr. Seuss,,1.0,Mike Lawrence,,1.0
26600,/m/02nj6,/m/0gwyn71,E. B. White,,1.0,,,
26601,/m/02g3w,/m/01sl6w,Dr. Seuss,,1.0,Keith Haring,,
26602,/m/0282x,/m/0cm94kl,Douglas Adams,,1.0,,,
26603,/m/02qn1,/m/0bbxsf0,Edsger W. Dijkstra,,,,,
26604,/m/02nsp,/m/04q0zp_,Edvard Munch,,,Henry Villierme,,
26605,/m/02lhv,/m/0fkb9r,Elias Canetti,,1.0,B. W. Powe,1.0,
26606,/m/02jq1,/m/027h3kd,Elvis Presley,,,Carlo Wolff,,
26607,/m/02mm3,/m/03yb8hb,,,,,,
26608,/m/02mm3,/m/0h52xr1,,,,,,
26609,/m/02mm3,/m/0dsbpg6,,,,,,
26610,/m/02mm3,/m/091hdj,,,,,,
26611,/m/02q_8,/m/0126cl,Epicurus,1.0,,Jun Tsuji,,1.0
26612,/m/02kz_,/m/0h63643,Ernest Hemingway,,,,,
26613,/m/02mm3,/m/0dryl2x,,,,,,
26614,/m/02kz_,/m/041mt,Ernest Hemingway,,,Jack Kerouac,,
26615,/m/02mm3,/m/01jt82,,,,,,
26616,/m/02mm3,/m/01m1y8,,,,,,
26617,/m/02mm3,/m/04jfk1r,,,,,,
26618,/m/02mm3,/m/0pl075p,,,,,,
26619,/m/02mm3,/m/0fpgc8s,,,,,,
26620,/m/02mm3,/m/0gy1vx_,,,,,,
26621,/m/02mm3,/m/04ycw5z,,,,,,
26622,/m/02k02,/m/01bpn,Euclid,,,Bertrand Russell,1.0,1.0
26623,/m/02m7r,/m/059y0,Ernest Rutherford,,,Niels Henrik David Bohr,,
26624,/m/02kz_,/m/0c169v,Ernest Hemingway,,,Liesel Litzenburger,,
26625,/m/02kz_,/m/0h3xck9,Ernest Hemingway,,,,,
26626,/m/02kz_,/m/0mb5x,Ernest Hemingway,,,Harold Pinter,,1.0
26627,/m/02whj,/m/03j2rq7,Frank Zappa,,,Peter Richardson,,
26628,/m/02_94,/m/02kmb8,,,,,,
26629,/m/02_94,/m/0j3djl7,,,,,,
26630,/m/02y23,/m/01pw9v,Francisco Goya,,,Maurice Sendak,,1.0
26631,/m/02wlk,/m/04f65gm,Frank Lloyd Wright,,1.0,,,
26632,/m/02ygw,/m/0w45sp1,,,,,,
26633,/m/02y23,/m/0bhc14t,Francisco Goya,,,,,
26634,/m/02_94,/m/03n057,,,,,,
26635,/m/02_94,/m/0fs5n,,,,,,
26636,/m/02y23,/m/04_1zx,Francisco Goya,,,Mikhail Vrubel,,
26637,/m/02y23,/m/03g_t3,Francisco Goya,,,Alfred Kubin,,
26638,/m/02y23,/m/0j3g56z,Francisco Goya,,,,,
26639,/m/02y23,/m/0h_d6mk,Francisco Goya,,,,,
26640,/m/02_94,/m/0gnckq,,,,,,
26641,/m/02y23,/m/09gbgqb,Francisco Goya,,,,,
26642,/m/033rq,/m/05q5wmd,,,,,,
26643,/m/02y23,/m/04gk27h,Francisco Goya,,,,,
26644,/m/02y23,/m/0dm86k,Francisco Goya,,,Mark Vallen,,
26645,/m/02_94,/m/05zp9j,,,,,,
26646,/m/0bxg3,/m/0gwyn71,,,,,,
26647,/m/02_94,/m/02tzjq,,,,,,
26648,/m/02y23,/m/0gffghb,Francisco Goya,,,,,
26649,/m/031ch,/m/0_lc6xg,Ford Madox Brown,,,,,
26650,/m/02y23,/m/0462jm7,Francisco Goya,,,Jacobo Borges,,
26651,/m/031b2,/m/0105p3xx,Fra Angelico,,,,,
26652,/m/02_94,/m/0w3311s,,,,,,
26653,/m/02_94,/m/03crjgp,,,,,,
26654,/m/02y23,/m/0glr8ns,Francisco Goya,,,,,
26655,/m/031ch,/m/0_lmkj4,Ford Madox Brown,,,,,
26656,/m/032r1,/m/01g6x3,Friedrich Hayek,1.0,,Ludwig Lachmann,,
26657,/m/032r1,/m/0c_t0j,Friedrich Hayek,1.0,,,,
26658,/m/02z37,/m/02ndxp,Fred Hoyle,,1.0,Jocelyn Bell Burnell,,
26659,/m/02z37,/m/07jhy7,Fred Hoyle,,1.0,,,
26660,/m/032r1,/m/05vmqq7,Friedrich Hayek,1.0,,,,
26661,/m/032l1,/m/041mt,Fyodor Dostoyevsky,1.0,1.0,Jack Kerouac,,
26662,/m/015k7,/m/0gfjm22,Gautama Buddha,1.0,,,,
26663,/m/032l1,/m/0jy5t,Fyodor Dostoyevsky,1.0,1.0,Harry Mulisch,,1.0
26664,/m/032l1,/m/03ccqdq,Fyodor Dostoyevsky,1.0,1.0,Damian McDonald,,
26665,/m/03b0m,/m/0cx01,,,,Dick Bruna,,1.0
26666,/m/037f3,/m/0406yb4,Georges Braque,,,Gojmir Anton Kos,,
26667,/m/039xt,/m/0gvt25b,Gian Lorenzo Bernini,,,,,
26668,/m/037f3,/m/03ykw6,Georges Braque,,,Byron Galvez,,
26669,/m/037f3,/m/0435m,Georges Braque,,,Juan Gris,,
26670,/m/037f3,/m/0fp5mz,Georges Braque,,,,,
26671,/m/037f3,/m/09gbgqb,Georges Braque,,,,,
26672,/m/037f3,/m/0hhss8f,Georges Braque,,,,,
26673,/m/037f3,/m/05jng5,Georges Braque,,,Charles Sheeler,,
26674,/m/037f3,/m/09kjlfm,Georges Braque,,,,,
26675,/m/037f3,/m/01dbc6,Georges Braque,,,Patrick Caulfield,,
26676,/m/039xt,/m/03c32cw,Gian Lorenzo Bernini,,,Andrea Bolgi,,
26677,/m/039xt,/m/0j29ktf,Gian Lorenzo Bernini,,,,,
26678,/m/038t8,/m/02x33bd,,,,Gary Forrester,,1.0
26679,/m/0372p,/m/0232gm,Gottfried Wilhelm von Leibniz,1.0,,David Lewis,1.0,
26680,/m/01wj9y9,/m/0d5lk,Groucho Marx,,,Abbie Hoffman,,1.0
26681,/m/03j0d,/m/02z3vzv,H. P. Lovecraft,,1.0,James A. Moore,,1.0
26682,/m/03j0d,/m/0202tr,H. P. Lovecraft,,1.0,Lin Carter,,1.0
26683,/m/03869,/m/0bmhry7,Gustav Klimt,,,,,
26684,/m/03869,/m/0cvwyq,Gustav Klimt,,,,,
