no,fb1,fb2,name_x,phil_x,writ_x,name_y,phil_y,writ_y
6428,/m/03pc0f,/m/09_dv3,Mihail Sadoveanu,,1.0,Cezar Petrescu,,1.0
6429,/m/014v5b,/m/07ftzl,Shirley Jackson,,1.0,Brian James Freeman,,
6430,/m/01tfg3,/m/06dlgw,H. L. A. Hart,1.0,,John Finnis,1.0,
6431,/m/032gnl,/m/07k26l,J. Slauerhoff,,1.0,Cees Nooteboom,,1.0
6432,/m/02q6r1v,/m/03cd5c5,Duiliu Zamfirescu,,1.0,,,
6433,/m/0415hq,/m/08fcn0,Edward C. Prescott,,,,,
6434,/m/0415hq,/m/05flpr,Edward C. Prescott,,,,,
6435,/m/06gcwn,/m/07dk8g,,,,,,
6436,/m/02vk95,/m/0278g0,Chris Harman,,,Alex Callinicos,,
6437,/m/0kt7yn,/m/07th7w,Héctor-Neri Castañeda,1.0,,John Perry,1.0,
6438,/m/06dty2,/m/090yzw,Kendall Walton,,,Chris Bateman,,
6439,/m/02m21g,/m/09l706,Frank O'Hara,,1.0,Ron Padgett,,1.0
6440,/m/01nxwv,/m/08218k,Alexei Sayle,,,Robin Ince,,1.0
6441,/m/0dhtj,/m/07nygf,,,,,,
6442,/m/012gq6,/m/01x0kg7,Bob Newhart,,,Norm Macdonald,,
6443,/m/018slq,/m/087v7q,Bret Easton Ellis,,1.0,Alberto Fuguet,,1.0
6444,/m/018slq,/m/03gw0g3,Bret Easton Ellis,,1.0,,,
6445,/m/0l_9f,/m/0bf45w,,,,,,
6446,/m/01qgbxt,/m/0895js,,,,,,
6447,/m/01vdrw,/m/091p2d,Joyce Carol Oates,,1.0,Chris Bohjalian,,1.0
6448,/m/0dz46,/m/074wk9,Lloyd Alexander,,1.0,Holly Black,,1.0
6449,/m/02v2zl,/m/03d2tbk,Mort Sahl,,,Cardis Cardell Willis,,
6450,/m/01srt4,/m/09h97j,Robert Bly,,1.0,Coleman Barks,,
6451,/m/015b67,/m/01x0kg7,Rodney Dangerfield,,,Norm Macdonald,,
6452,/m/028n9m,/m/01zgr1,Yayoi Kusama,,1.0,Claes Oldenburg,,
6453,/m/0gzx5x,/m/0bfq5w,,,,,,
6454,/m/05xdhf,/m/06gtps,Abu Zayd al-Balkhi,,,,,
6455,/m/04mz3cl,/m/071t0r,William Stout,,,,,
6456,/m/02cw2r,/m/08fyw9,Luigi Malerba,,1.0,,,
6457,/m/059p_z,/m/0b0z62,Nicos Poulantzas,1.0,,,,
6458,/m/067gps,/m/0bqdr_,Paul McCarthy,,,Jonathan Meese,,1.0
6459,/m/07m_3j,/m/0bqrzv,Jan Kasprowicz,,,,,
6460,/m/0lksf8h,/m/07mlyx,,,,,,
6461,/m/0102d1h_,/m/02xjdj,,,,,,
6462,/m/06yj_3,/m/083r7t,,,,Pacho O'Donnell,,1.0
6463,/m/041_y,/m/087v7q,J. D. Salinger,,1.0,Alberto Fuguet,,1.0
6464,/m/041_y,/m/09rt9y0,J. D. Salinger,,1.0,,,
6465,/m/02tp7c,/m/07bzn6,Owen Barfield,1.0,1.0,,,
6466,/m/01n0n1,/m/08jfyf,Frank Knight,,,,,
6467,/m/01m3q2,/m/0bmm5j,Richard Swinburne,1.0,,Keith Ward,1.0,1.0
6468,/m/0b8_lx,/m/067w4x,,,,Colin McCahon,,
6469,/m/0jwyk_w,/m/078772,,,,,,
6470,/m/047sg84,/m/01x0kg7,Dennis Miller,,,Norm Macdonald,,
6471,/m/049j7d,/m/06w3swt,,,,Alien Huang,,1.0
6472,/m/03hl6_,/m/089_xz,,,,,,
6473,/m/036p2l,/m/06z366,Robert B. Parker,,1.0,,,
6474,/m/036p2l,/m/07krkk,Robert B. Parker,,1.0,Jay Faerber,,1.0
6475,/m/037xjq,/m/0bfq5w,,,,,,
6476,/m/01wd3l,/m/0czjgt,Armando Iannucci,,1.0,Iain Morris,,1.0
6477,/m/03sy5d,/m/07fx3v,Hubert Dreyfus,1.0,,Tao Ruspoli,,
6478,/m/0gfh9wj,/m/08zfm4,,,,Bryan Callen,,
6479,/m/0969fd,/m/08x12g,Edward Said,,1.0,Hamid Dabashi,,1.0
6480,/m/054t0v,/m/08jfyf,,,,,,
6481,/m/03y93jx,/m/06xjx3,,,,Abd al-Aziz ibn Baz,,
6482,/m/0fv247,/m/09k_0_,Benjamin Walker,,1.0,Thomas Karlsson,,1.0
6483,/m/0br5lj,/m/06zjbx,Mazhar Kaleem,,1.0,Ibn-e-Safi,,1.0
6484,/m/050jw,/m/06xjx3,Muhammad ibn Abd al-Wahhab,,,Abd al-Aziz ibn Baz,,
6485,/m/050jw,/m/08wnrw,Muhammad ibn Abd al-Wahhab,,,Muhammad ibn al Uthaymeen,,
6486,/m/06dl_,/m/06z366,Raymond Chandler,,1.0,,,
6487,/m/0h79f,/m/03xc0y,,,,,,
6488,/m/04q4cp,/m/0b4tt1,Dennis Cooper,,1.0,Tony O'Neill,,1.0
6489,/m/03fbrg,/m/026221b,,,,,,
6490,/m/01vc3g,/m/087w21,Machado de Assis,,1.0,Mário de Andrade,,1.0
6491,/m/01g6v_,/m/08jxyx,Israel Kirzner,,1.0,,,
6492,/m/06vt90,/m/01jtyy,Michał Kalecki,,,Lawrence Klein,,
6493,/m/05b3plp,/m/01x7z8,Sébastien Truchet,,,,,
6494,/m/0kbg6,/m/07dk8g,Chris Claremont,,1.0,,,
6495,/m/0nk72,/m/0bgwxt,Hannah Arendt,1.0,1.0,Seyla Benhabib,1.0,
6496,/m/01k9lpl,/m/03d2tbk,Lenny Bruce,,,Cardis Cardell Willis,,
6497,/m/0lj83,/m/08tyzf,Louis-Ferdinand Céline,,,Anthony Swofford,,1.0
6498,/m/0chpd,/m/084pb2,,,,,,
6499,/m/0cdfl,/m/0bk56n,Swami Vivekananda,1.0,,,,
6500,/m/08br4g,/m/07lm1h,Arthur Yap,,1.0,Cyril Wong,,1.0
6501,/m/02t88h,/m/0bqgql,Jacques Maritain,1.0,1.0,John F. X. Knasas,1.0,
6502,/m/02q7srm,/m/08cwk1,Margery Latimer,,1.0,Meridel Le Sueur,,1.0
6503,/m/01vkwh,/m/01p9xy6,,,,,,
6504,/m/01vq78,/m/082667,James Merrill,,1.0,J. D. McClatchy,,1.0
6505,/m/01vq78,/m/0b0tb2,James Merrill,,1.0,Mark Doty,,1.0
6506,/m/0d2_3p,/m/08wnrw,Abd ar-Rahman ibn Nasir as-Sa'di,,,Muhammad ibn al Uthaymeen,,
6507,/m/0dkfn7,/m/0c41yqq,,,,,,
6508,/m/010pnltp,/m/0bszbh,,,,,,
6509,/m/0b74rx5,/m/0367tg,,,,,,
6510,/m/018wj9,/m/02r4v1,George Santayana,1.0,1.0,Timothy Sprigge,1.0,
6511,/m/01gx1v,/m/080k9bm,Henrik Wergeland,,1.0,,,
6512,/m/01kznw,/m/05jb8w,Herbert Spencer,1.0,,,,
6513,/m/042q3,/m/01y58x,Johann Wolfgang von Goethe,1.0,1.0,Muhammad Iqbal,1.0,
6514,/m/01fgc6,/m/0274ld5,Novalis,1.0,,Otto Heinrich von Loeben,,1.0
6515,/m/022qg1,/m/03yxqf,Wallace Stegner,,1.0,,,
6516,/m/026nv3,/m/059xht,Käthe Kollwitz,,,Nicolae Tonitza,,
6517,/m/0h454m,/m/0j648qw,Yahya ibn Ma'in,,,,,
6518,/m/05xrwwm,/m/0dg2js,Therkel Mathiassen,,,,,
6519,/m/07657k,/m/02h31b,,,,,,
6520,/m/01g3g6,/m/080q36k,Charles Maurras,,,,,
6521,/m/01czwg,/m/0j3d7lb,Christian Wolff,1.0,,,,
6522,/m/059dz1,/m/0428hz,,,,Finn E. Kydland,,
6523,/m/01j7rd,/m/0h7l2n0,Jon Stewart,,1.0,,,
6524,/m/031954,/m/022kp6,José Ortega y Gasset,1.0,,Olavo de Carvalho,1.0,
6525,/m/01dvtx,/m/02880yf,Leo Strauss,1.0,1.0,,,
6526,/m/01dvtx,/m/05q53t9,Leo Strauss,1.0,1.0,,,
6527,/m/0cpvcd,/m/05yc8c4,Ludwig von Mises,1.0,,Hans F. Sennholz,,
6528,/m/0cpvcd,/m/0285dz3,Ludwig von Mises,1.0,,,,
6529,/m/01l8g9,/m/03cv4b,,,,,,
6530,/m/01b_dj,/m/03xsmt,Pierre Gassendi,1.0,,Walter Charleton,1.0,
6531,/m/011k9p,/m/0444t2,Pyrrho,1.0,,Carneades,1.0,
6532,/m/01y55q,/m/03zz64,Robert Lowell,,1.0,Frederick Seidel,,1.0
6533,/m/017kb5,/m/0f00r1,Roland Barthes,1.0,1.0,Eric de Kuyper,,1.0
6534,/m/067c83,/m/037pz1,Roman Ingarden,1.0,,,,
6535,/m/0djywgn,/m/03wxwt,Rowan Atkinson,,,Steve Punt,,1.0
6536,/m/05wnbg,/m/0t52cg6,,,,,,
6537,/m/01f27c,/m/080pn5w,Reinhard Selten,,,,,
6538,/m/032hw6,/m/042m58,Cornelius Castoriadis,1.0,,,,
6539,/m/01j42l,/m/02szb6,James Joseph Sylvester,,,,,
6540,/m/02f41p,/m/02g1q8,,,,,,
6541,/m/05b4ync,/m/0464p80,Scipio Slataper,,,,,
6542,/m/016_pz,/m/0444t2,Arcesilaus,1.0,,Carneades,1.0,
6543,/m/015796,/m/02f6vx,Isadora Duncan,,,,,
6544,/m/014shr,/m/040_85,Melanie Klein,,,,,
6545,/m/0c_t0j,/m/010xdp0b,,,,,,
6546,/m/02h4fy,/m/02qxnk,Josiah Royce,1.0,,Brand Blanshard,1.0,
6547,/m/02h4fy,/m/02r4v1,Josiah Royce,1.0,,Timothy Sprigge,1.0,
6548,/m/01tgbf,/m/03g5v1,Pauline Kael,,1.0,Tom Shales,,1.0
6549,/m/088tss,/m/0cz413,Mihály Babits,,1.0,Dezső Kosztolányi,,1.0
6550,/m/03pqg1,/m/0gfdv68,Al-Mutanabbi,,1.0,,,
6551,/m/03r9q_,/m/08ljsj,,,,,,
6552,/m/03p08g,/m/0pcw7bv,Sibawayh,,,,,
6553,/m/05f7lcf,/m/05jc3j,Abel de Pujol,,,,,
6554,/m/0q5h28t,/m/0hhr9bq,,,,,,
6555,/m/02zk8,/m/03cv4b,Ferdinand de Saussure,,,,,
6556,/m/0ll3wgt,/m/0c2k87,,,,,,
6557,/m/02qq19d,/m/05d75p,William Kaye Estes,,,,,
6558,/m/02t2q1,/m/0gfdv68,,,,,,
6559,/m/03yk12,/m/05dzv9,Martin Feldstein,,,Lawrence B. Lindsey,,1.0
6560,/m/0404spl,/m/0464p80,Alojz Rebula,,1.0,,,
6561,/m/0fvb5z,/m/042t1y,,,,Eugen Dühring,1.0,
6562,/m/05_3k7,/m/0b1jdy,Gerald Cohen,1.0,,Michael Otsuka,1.0,
6563,/m/0b__jty,/m/0h5qpfh,,,,Ron Barrett,,1.0
6564,/m/0hz65_f,/m/09gmc4y,,,,,,
6565,/m/01r1jx,/m/01pfpy4,,,,,,
6566,/m/02rzm2q,/m/01sjbns,Jeong Hyeong-don,,,,,
6567,/m/032gnl,/m/02wfr1,J. Slauerhoff,,1.0,Simon Vestdijk,,1.0
6568,/m/03wfl9k,/m/02vzxp,Karl Stern,,,Henri Nouwen,,1.0
6569,/m/02qb58n,/m/0g9z66y,,,,,,
6570,/m/03108k,/m/02qpy51,Bat Ye'or,,1.0,,,
6571,/m/02dv9z,/m/0464p80,Vladimir Bartol,,1.0,,,
6572,/m/0415hq,/m/0428hz,Edward C. Prescott,,,Finn E. Kydland,,
6573,/m/0415hq,/m/05flvq,Edward C. Prescott,,,,,
6574,/m/0c51gr,/m/01y58x,Thomas Walker Arnold,,,Muhammad Iqbal,1.0,
6575,/m/0gmpgf,/m/05znh8h,,,,,,
6576,/m/026ht8c,/m/0fpg9pr,Ka'ab al-Ahbar,,,,,
6577,/m/026ht8c,/m/06tq7l,Ka'ab al-Ahbar,,,Abdullah ibn Umar,,
6578,/m/06w16xb,/m/0hgmql7,Mircea Nedelciu,,,,,
6579,/m/01dmfm,/m/0hgqc13,Bernard Cornwell,,1.0,,,
6580,/m/012gq6,/m/03c1yzy,Bob Newhart,,,Jim Parsons,,
6581,/m/015g51,/m/0g561s9,Harry Hill,,,,,
6582,/m/01xdf5,/m/04j_gs,Stephen Colbert,,1.0,Rob Corddry,,
6583,/m/0f5r5q,/m/038f86,Betsy Byars,,1.0,Eve Bunting,,1.0
6584,/m/017jns,/m/05hr60,Maine de Biran,1.0,,Michel Henry,1.0,
6585,/m/03ygy2x,/m/01pqb_g,Grady Nutt,,,Jerry Clower,,
6586,/m/03n9p4,/m/058xzj,Francesco Albani,,,,,
6587,/m/0g789q,/m/05w8sjh,Samuel Bowles,,,,,
6588,/m/04bs3j,/m/0h55dcn,Sarah Silverman,,1.0,,,
6589,/m/0h95txk,/m/05bwzj,,,,Peter Voulkos,,
6590,/m/0lksf8h,/m/0c2k87,,,,,,
6591,/m/07gnnt,/m/059xht,Ștefan Luchian,,,Nicolae Tonitza,,
6592,/m/0d6z20,/m/0j648qw,Sufyan al-Thawri,,1.0,,,
6593,/m/04_0yx9,/m/0778z2,,,,Jonathan Homer Lane,,
6594,/m/02x3x_l,/m/02x2pwg,Abu Madyan,,1.0,Abd as-Salam ibn Mashish al-Alami,,1.0
6595,/m/0xnrv,/m/0715dj,,,,,,
6596,/m/014vzx,/m/04zt13,Adam Mickiewicz,,1.0,Yanka Kupala,,1.0
6597,/m/01jkqw,/m/0g9v8kq,Helen Frankenthaler,,,,,
6598,/m/028ws7,/m/057n2f,I. A. Richards,1.0,,M. H. Abrams,,1.0
6599,/m/01nyrx,/m/03qnpwg,Ibn Taymiyyah,1.0,,,,
6600,/m/01v00c,/m/026mt16,James George Frazer,,1.0,,,
6601,/m/0bbm0m,/m/0cjp9y,Richard McKeon,1.0,,,,
6602,/m/03fn00,/m/0cf0t6,,,,,,
6603,/m/0h1c_jd,/m/026n_nn,,,,,,
6604,/m/0h648ny,/m/07s6hx6,,,,,,
6605,/m/0b6j25p,/m/080pn5w,,,,,,
6606,/m/06l6ls,/m/09g6yzh,Hugh Latimer Dryden,,,,,
6607,/m/04q0wr,/m/05jkkr,Steven D. Levitt,,1.0,,,
6608,/m/074z34,/m/026bg2t,,,,,,
6609,/m/02qfqq1,/m/02p_jmg,Alejandro Korn,1.0,,Pedro Henríquez Ureña,,1.0
6610,/m/08bsz7,/m/05jkkr,Glenn Loury,,1.0,,,
6611,/m/03wyn1,/m/05w8sjh,,,,,,
6612,/m/0j648qw,/m/0pmh4yg,,,,,,
6613,/m/0j648qw,/m/0pcw7bv,,,,,,
6614,/m/04g1_yp,/m/0q3yf50,,,,,,
6615,/m/0pcw7bv,/m/0pmh4yg,,,,,,
6616,/m/01jvrt,/m/043pdsb,,,,,,
6617,/m/03qg2l,/m/02rv8p2,Jonathan Safran Foer,,1.0,,,
6618,/m/09f41k,/m/026qknc,,,,,,
6619,/m/044sy2,/m/05w8sjh,,,,,,
6620,/m/0c_0lk,/m/04p61p,,,,Theodor Rosetti,,1.0
6621,/m/081g2h,/m/09n_6d,Gillian Rose,1.0,,,,
6622,/m/054w2x,/m/0h957kg,Said Nursî,,,,,
6623,/m/0h79f,/m/0322cj,,,,Kenneth E. Boulding,1.0,
6624,/m/02rxdfx,/m/022kp6,Wolfgang Smith,,,Olavo de Carvalho,1.0,
6625,/m/01fqff,/m/0b75cr4,Joseph Cornell,,,,,
6626,/m/01vc3g,/m/03mrp3,Machado de Assis,,1.0,João Guimarães Rosa,,1.0
6627,/m/01bqsn,/m/02vr8pw,Christine Korsgaard,1.0,,,,
6628,/m/01dfd4,/m/04zy2kv,Moritz Schlick,1.0,,,,
6629,/m/01d8cs,/m/03h2mj5,Oliver E. Williamson,,,,,
6630,/m/019fxc,/m/03yl75,Rajneesh,1.0,1.0,Khushwant Singh,,1.0
6631,/m/02rm8qb,/m/0272cbh,Eric Maskin,,,,,
6632,/m/04n56rn,/m/05w8sjh,,,,,,
6633,/m/032xc4,/m/02rtmg,René Guénon,,,,,
6634,/m/026lh8,/m/0j66d_z,Stanisław Leśniewski,1.0,,,,
6635,/m/0890jd,/m/05kdpf,Vardis Fisher,,1.0,,,
6636,/m/0frlg4,/m/05k567,,,,Ismail Gulgee,,
6637,/m/0jgqg,/m/047vl7n,,,,,,
6638,/m/0mb5x,/m/0c3f1n,Harold Pinter,,1.0,Jez Butterworth,,1.0
6639,/m/0gd42,/m/040ysg,,,,,,
6640,/m/0j_qm,/m/025w5x,Hilary Putnam,1.0,,,,
6641,/m/0p97s,/m/05xhtlk,Eric Hobsbawm,,1.0,,,
6642,/m/0407q4w,/m/04131qb,Boris Kalin,,,,,
6643,/m/0125l08q,/m/01sj_s,,,,Robert Rauschenberg,,
6644,/m/09k1xz,/m/0428hz,David Cass,,,Finn E. Kydland,,
6645,/m/03c_n9t,/m/05k7yy,George E. Kimball,,,Margaret Oakley Dayhoff,,
6646,/m/011pxnnl,/m/064mchs,,,,,,
6647,/m/0qfph0p,/m/0py2rj3,,,,,,
6648,/m/04zhcl,/m/05kclq,Nicholas Hilliard,,,,,
6649,/m/0524xb,/m/0fx2t2,Paul Otlet,,,,,
6650,/m/0d32tj,/m/05wdf72,Rom Harré,1.0,,,,
6651,/m/0279f24,/m/05wmnq_,Mark Bevir,,,,,
6652,/m/01118n5g,/m/02pwm1,,,,,,
6653,/m/04jw0m,/m/07s80n8,Mateiu Caragiale,,1.0,Horia Gârbea,,
6654,/m/04jw0m,/m/09qbn3,Mateiu Caragiale,,1.0,Mircea Cărtărescu,,
6655,/m/0121qt,/m/01ty4,Alexander Bain,1.0,,Charles Sanders Peirce,1.0,
6656,/m/0bwpg,/m/05xqlgh,Alfred North Whitehead,1.0,,,,
6657,/m/0bwpg,/m/0771w3,Alfred North Whitehead,1.0,,Susanne Katherina Langer,1.0,
6658,/m/0hl94,/m/0d7t6,Hugo Grotius,1.0,,Pierre-Joseph Proudhon,1.0,
6659,/m/0hl94,/m/02mzdw,Hugo Grotius,1.0,,Richard Cumberland,1.0,
6660,/m/0gkv8,/m/084w8,Joel Chandler Harris,,1.0,William Faulkner,,1.0
6661,/m/0137qb,/m/0442wf,,,,,,
6662,/m/04093,/m/01rscv,Jules Verne,,1.0,Marcel Aymé,,1.0
6663,/m/0k8wj,/m/093jkk,Luís de Camões,,,Santa Rita Durão,,1.0
6664,/m/023jy9,/m/084w8,Sherwood Anderson,,1.0,William Faulkner,,1.0
6665,/m/011zsy,/m/01vv91,William Godwin,1.0,1.0,Robert Owen,,
6666,/m/01fgc6,/m/041flc,Novalis,1.0,,Thomas Bernhard,,1.0
6667,/m/027p0b,/m/0cp9f9,John Cheever,,1.0,Matthew Weiner,,
6668,/m/012j30f4,/m/0c45z4d,,,,,,
6669,/m/01jfhs,/m/0d7t6,Charles Fourier,1.0,,Pierre-Joseph Proudhon,1.0,
6670,/m/0182w0,/m/01ty4,Friedrich Wilhelm Joseph Schelling,1.0,,Charles Sanders Peirce,1.0,
6671,/m/015_hb,/m/05x8rbq,Giambattista Vico,1.0,,,,
6672,/m/01f3ss,/m/0d7t6,"Claude Henri de Rouvroy, comte de Saint-Simon",1.0,,Pierre-Joseph Proudhon,1.0,
6673,/m/02dsdp,/m/022p3q,Napoleon Hill,,1.0,,,
6674,/m/01k8bj,/m/01cz85,Johann Georg Hamann,1.0,,Friedrich Heinrich Jacobi,1.0,
6675,/m/02rwqm,/m/01p8q4,Flip Wilson,,,Arsenio Hall,,
6676,/m/01tgbf,/m/07z4dx,Pauline Kael,,1.0,,,
6677,/m/0gvsdpn,/m/08fv69,,,,,,
6678,/m/03pfcj,/m/07s80n8,Ion Creangă,,1.0,Horia Gârbea,,
6679,/m/0c4hxp9,/m/0771w3,,,,Susanne Katherina Langer,1.0,
6680,/m/0bwgm/0,/m/065bdn,,,,Benjamin Fondane,,1.0
6681,/m/0h3n1tt,/m/09qbn3,,,,Mircea Cărtărescu,,
6682,/m/03zgsb,/m/01ty4,"Victoria, Lady Welby",1.0,,Charles Sanders Peirce,1.0,
6683,/m/03n0b_,/m/0876r1,,,,,,
6684,/m/04zks3,/m/01bt8r,Isabel Paterson,1.0,1.0,Rose Wilder Lane,,1.0
6685,/m/030y1z,/m/05thjv,Richard Yates,,1.0,Ann Beattie,,1.0
6686,/m/030y1z,/m/03s3zm,Richard Yates,,1.0,Andre Dubus,,1.0
6687,/m/01_t6v,/m/01ty4,Benjamin Peirce,,,Charles Sanders Peirce,1.0,
6688,/m/02prnr,/m/0771w3,Ernst Cassirer,1.0,,Susanne Katherina Langer,1.0,
6689,/m/02prnr,/m/02vx_jf,Ernst Cassirer,1.0,,Wilbur Marshall Urban,1.0,
6690,/m/07f4mx,/m/02z8xq,Adolf Meyer,,,,,
6691,/m/01r5yn,/m/09gf62y,Alexander Gottlieb Baumgarten,1.0,,,,
6692,/m/03n25g,/m/02pvg,Euclid of Megara,1.0,,Eubulides,1.0,
6693,/m/02kdsb,/m/02vxj7,Richard Hofstadter,,,,,
6694,/m/02kdsb,/m/04qv1z,Richard Hofstadter,,,Eric Foner,,1.0
6695,/m/01xgc_,/m/04nhnr,France Prešeren,,,Ivan Cankar,,1.0
6696,/m/0g4p_5,/m/02q_xf0,Auguste Ambroise Tardieu,,,Paul Brouardel,,
6697,/m/0b75hj5,/m/05xt3bm,,,,Jeffrey Wooldridge,,1.0
6698,/m/0bby5fp,/m/0bbwkbf,,,,,,
6699,/m/0114k2z4,/m/0b77fbn,,,,,,
6700,/m/0hq_r3g,/m/05z7y7,,,,,,
6701,/m/06hmd,/m/04vzyc,Robert E. Howard,,1.0,,,
6702,/m/0bv7t,/m/01cj42,Toni Morrison,,1.0,Bell Hooks,1.0,1.0
6703,/m/0848q,/m/03q_5,William of Ockham,1.0,,,,
6704,/m/086r9,/m/041flc,Witold Gombrowicz,,1.0,Thomas Bernhard,,1.0
6705,/m/091lkn,/m/03j5wr,Sid Chaplin,,1.0,,,
6706,/m/0cmd7_z,/m/03mc6j8,,,,,,
6707,/m/026hxvj,/m/06w1n9v,John McCracken,,,Greg Colson,,
6708,/m/03mckwh,/m/04nhnr,Dragotin Kette,,,Ivan Cankar,,1.0
6709,/m/0nk02,/m/03lgg,"Hubert Selby, Jr.",,1.0,Henry Rollins,,1.0
6710,/m/0nk02,/m/0ggf19,"Hubert Selby, Jr.",,1.0,Dan Fante,,1.0
6711,/m/0jp72,/m/01ytpb,,,,,,
6712,/m/04n153v,/m/0d7t6,,,,Pierre-Joseph Proudhon,1.0,
6713,/m/04mfv7,/m/01w6t8,Abu'l-Barakāt al-Baghdādī,1.0,,Fakhr ad-Din ar-Razi,1.0,
6714,/m/071grq,/m/02vpzkl,Yoshifumi Kondō,,,,,
6715,/m/0fvmff,/m/04h3zp,Ion Dragoumis,,1.0,,,
6716,/m/02q1ybr,/m/026mm53,Yoo Jae-suk,,,Haha,,
6717,/m/0763nk,/m/073jzm,,,,,,
6718,/m/071kj3,/m/09qbn3,Urmuz,,1.0,Mircea Cărtărescu,,
6719,/m/071kj3,/m/07kbwmh,Urmuz,,1.0,Emil Brumaru,,
6720,/m/0265nh6,/m/065bdn,Ion Minulescu,,1.0,Benjamin Fondane,,1.0
6721,/m/041_y,/m/0cp9f9,J. D. Salinger,,1.0,Matthew Weiner,,
6722,/m/02tp7c,/m/05x8rbq,Owen Barfield,1.0,1.0,,,
6723,/m/04z4gp,/m/01y58x,Bayazid Bastami,,,Muhammad Iqbal,1.0,
6724,/m/0m1wd,/m/01ty4,Duns Scotus,1.0,1.0,Charles Sanders Peirce,1.0,
6725,/m/036n69,/m/0_r4,Iamblichus,1.0,1.0,Aedesius,1.0,
6726,/m/047lpd2,/m/06jz1m,,,,,,
6727,/m/03pbvh,/m/07s80n8,Ion Luca Caragiale,,1.0,Horia Gârbea,,
6728,/m/04__g6,/m/0275zs_,,,,,,
6729,/m/02whph,/m/0172r1,Speusippus,1.0,,Xenocrates,1.0,
6730,/m/0j648qw,/m/0r4w4pp,,,,,,
6731,/m/01cz85,/m/0c74z,Friedrich Heinrich Jacobi,1.0,,Moses Mendelssohn,1.0,
6732,/m/0gfj2yj,/m/065bdn,,,,Benjamin Fondane,,1.0
6733,/m/027xdx1,/m/01ty4,Alfred Kempe,,,Charles Sanders Peirce,1.0,
6734,/m/058b4v,/m/026rs3_,George Saunders,,1.0,Karen Russell,,1.0
6735,/m/038fbr,/m/018l4f,Mark Van Doren,,1.0,Whittaker Chambers,,1.0
6736,/m/02qkmrk,/m/026rs3_,Joy Williams,,1.0,Karen Russell,,1.0
6737,/m/02471,/m/0c3wj7j,,,,,,
6738,/m/02f70,/m/02q47bp,,,,,,
6739,/m/050jw,/m/02g7z5,Muhammad ibn Abd al-Wahhab,,,Syed Ahmad Khan,,
6740,/m/07bvs,/m/01ty4,Thomas Reid,1.0,,Charles Sanders Peirce,1.0,
6741,/m/05psl6,/m/05xqlgh,,,,,,
6742,/m/025hvh,/m/026f3fz,Maurice Allais,,,,,
6743,/m/019fxc,/m/05y96td,Rajneesh,1.0,1.0,Amrita Pritam,,1.0
6744,/m/06s0c5,/m/030qxl,Walter M. Elsasser,,,,,
6745,/m/08lj6d,/m/049g2xy,Kyriakos Charalambides,,,George Seferis,,
6746,/m/0b0w9h,/m/04jh7v,,,,,,
6747,/m/0b00dt,/m/0b17yn,Jovan Rajić,,1.0,Jovan Sterija Popović,,1.0
6748,/m/02ph8bw,/m/03cfkj_,,,,,,
6749,/m/0d97b,/m/06w1n9v,Bruce Nauman,,,Greg Colson,,
6750,/m/0gc57,/m/03r8gp,Eadweard Muybridge,,,,,
6751,/m/0n29h,/m/0c74z,Johann Heinrich Lambert,1.0,,Moses Mendelssohn,1.0,
6752,/m/02svlj,/m/065bdn,Tudor Arghezi,,,Benjamin Fondane,,1.0
6753,/m/0269vdz,/m/084w8,,,,William Faulkner,,1.0
6754,/m/049mbr,/m/06_j2c,,,,Jacques Miller,,
6755,/m/0gyt3r4,/m/05c0fr7,,,,Angie Debo,,
6756,/m/0c4p9fk,/m/018l4f,,,,Whittaker Chambers,,1.0
6757,/m/011v8gcm,/m/0hn8ry6,,,,,,
6758,/m/02rzm97,/m/026mm53,Jeong Jun-ha,,,Haha,,
6759,/m/0k0w2rn,/m/01y58x,,,,Muhammad Iqbal,1.0,
6760,/m/0446_w,/m/01l_nh,,,,,,
6761,/m/05cvs,/m/04b2f0,Niccolò Machiavelli,1.0,1.0,Kenneth Waltz,1.0,
6762,/m/07d6q,/m/03h6f4,Thomas Henry Huxley,,,William Henry Flower,,
6763,/m/0mj0c,/m/036b2v,William James,1.0,,Morris Raphael Cohen,1.0,
6764,/m/01jfhs,/m/01h2_6,Charles Fourier,1.0,,Walter Benjamin,1.0,1.0
6765,/m/01w267,/m/042ng8,Gabriel Tarde,,,Florian Znaniecki,1.0,
6766,/m/01flb2,/m/0gclhf,,,,,,
6767,/m/0cpvcd,/m/0gclhf,Ludwig von Mises,1.0,,,,
6768,/m/01px7_,/m/01t6ch,Raoul Vaneigem,,1.0,,,
6769,/m/032hw6,/m/0b7hyf,Cornelius Castoriadis,1.0,,Pierre Vidal-Naquet,,
6770,/m/016ff8,/m/0969fd,Raymond Williams,,,Edward Said,,1.0
6771,/m/0573p4,/m/05cw44,José Carlos Mariátegui,,1.0,Gustavo Gutiérrez,,
6772,/m/02h4fy,/m/036b2v,Josiah Royce,1.0,,Morris Raphael Cohen,1.0,
6773,/m/0dnx5t,/m/0424j5,Jin Yuelin,1.0,,Hao Wang,1.0,
6774,/m/0ll3wgt,/m/03k5p9,,,,,,
6775,/m/03l44,/m/04x9n7,Herbert Marcuse,1.0,,Norman O. Brown,,
6776,/m/0fxgkd,/m/02r0l5v,Charles Oatley,,,,,
6777,/m/04f7p_,/m/01h2_6,Heinrich Rickert,1.0,,Walter Benjamin,1.0,1.0
