name,freebase_id,yob
b'Heinrich Rickert',/m/04f7p_,1863
b'Maurice Blondel',/m/09cvw6,1861
b'Jerzy \xc5\xbbu\xc5\x82awski',/m/0f8ft8,1874
b'Jonathan Wolff',/m/08hsc0,1959
b'Alan Carter',/m/02w9k2f,1952
b'Mykhailo Drahomanov',/m/08ltzx,1841
b'David Kelley',/m/03xbp1,1949
b'Nicos Poulantzas',/m/059p_z,1936
b'Norman Geisler',/m/05xgmdj,1932
b'Herbert McCabe',/m/06vcfr,1926
b'Brian Davies',/m/0gkgg6,1951
b'Arthur Drews',/m/0dtt8_,1865
b'Aristippus the Younger',/m/03cnldp,-400
b'Richard Swinburne',/m/01m3q2,1934
b'Antony Flew',/m/04tq_d,1923
b'Jakob Schegk',/m/0dgq85p,1511
b'Nicolaus Taurellus',/m/05qtch,1547
b'Milan Komar',/m/03hk0hn,1921
b'Homi K. Bhabha',/m/025trc3,1949
b'Herbert Feigl',/m/05s0ft,1902
b'John Zerzan',/m/0px7f,1943
b'Paul Churchland',/m/0dgfzq,1942
b'Renata Salecl',/m/0czcgtv,1962
b'Kevin Mulligan',/m/02rs3pv,1951
b'Jos\xc3\xa9 Guilherme Merquior',/m/07ngkz,1941
b'Burhan al-Din al-Marghinani',/m/026xjlz,1135
b'Axel Honneth',/m/073x7n,1949
b'Ioan P. Culianu',/m/0598qd,1950
b'Mark Lance',/m/0c7xlk,1959
b'Ernest Gellner',/m/01gbkp,1925
b'Louis Claude de Saint-Martin',/m/07cg0b,1743
"b""Al-Hasan ibn 'Ali al-Barbahari""",/m/02w1sp6,1743
b'Ibn Battah',/m/0264wfk,0916
b'Arthur Fine',/m/026fjwt,1937
b'Nancy Cartwright',/m/05mpds,1944
b'P. F. Strawson',/m/01k94t,1919
b'Ted Honderich',/m/03p67y,1933
b'Kitaro Nishida',/m/04011l,1870
b'Keiji Nishitani',/m/05y6wz2,1900
b'Ion Dragoumis',/m/0fvmff,1878
b'A. D. Gordon',/m/05rt6f,1856
b'Renzo Novatore',/m/08pjyw,1890
b'Abdulhakim Arvasi',/m/0cwmr5,1865
b'Necip Faz\xc4\xb1l K\xc4\xb1sak\xc3\xbcrek',/m/07nh_8,1904
b'Norberto Bobbio',/m/04_0vt,1909
b'Peter Railton',/m/0d6wzk,1950
b'Nihal Ats\xc4\xb1z',/m/07lcb0,1905
b'Tetsuro Watsuji',/m/054hnt,1889
b'Karel Kos\xc3\xadk',/m/027sywj,1926
b'Michel Foucault',/m/0ct9_,1926
b'Montesquieu',/m/0f9wd,1689
b'Jacques Derrida',/m/0dzkq,1930
b'Iris Murdoch',/m/0gdgq,1919
b'Archytas',/m/01k8rs,-427
b'Eudoxus of Cnidus',/m/0cytr,-407
b'Muhammad Tahir',/m/05q40rl,1962
b'Andy Clark',/m/032sry,1957
b'Cleanthes',/m/016_tb,-329
b'Chrysippus',/m/0986m,-280
b'Lacydes of Cyrene',/m/02ss_v,-300
b'Al-Mutanabbi',/m/03pqg1,0915
b'Ali ibn al-Madini',/m/0fdv84,0778
b'Emil Lask',/m/05p584l,1875
b'Alan Soble',/m/08640j,1947
b'Leucippus',/m/04k42,-500
b'Al-Khazini',/m/02rpzkf,1100
b'Knud Ejler L\xc3\xb8gstrup',/m/02nkhj,1905
b'Bruce Lee',/m/099d4,1940
b'William Alston',/m/081l4,1921
b'Robert Paul Wolff',/m/032yvb,1933
b'Robert C. Solomon',/m/03w26z,1942
b'Louis Michael Seidman',/m/0ds4g6n,1947
b'Peter G. Ossorio',/m/0c41jl_,1926
b'Edith Stein',/m/0bxhd,1891
b'Douglas Hofstadter',/m/02fcx,1945
b'Empedocles',/m/02lvm,-489
b'Ernest Nagel',/m/04j3_z,1901
b'Friedrich Hayek',/m/032r1,1899
b'Fyodor Dostoyevsky',/m/032l1,1821
b'Francis Fukuyama',/m/02_jg,1952
b'Theognostus of Alexandria',/m/043sk2n,0210
b'Gregory of Nyssa',/m/09g_z,0335
b'Hildegard of Bingen',/m/03kf2,1098
b'Ramon Llull',/m/0j3_p,1232
b'Raymond Aron',/m/01tw09,1905
b'J\xc3\xbcrgen Habermas',/m/044wb,1929
b'Julia Kristeva',/m/046gs,1941
b'William of Ockham',/m/0848q,1288
b'John Wycliffe',/m/046f1,1320
b'Mikhail Bakhtin',/m/02rxg8,1895
b'Gaetano Mosca',/m/09cfqh,1858
b'Karl Popper',/m/047g6,1902
b'Martin Heidegger',/m/099bk,1889
b'Marsilio Ficino',/m/050gd,1433
"b'Nicolas de Caritat, marquis de Condorcet'",/m/09dyk,1743
b'Kurt G\xc3\xb6del',/m/048c2,1906
b'Alfred Tarski',/m/0g9m4,1901
b'Max Weber',/m/04xm_,1864
b'Maurice Merleau-Ponty',/m/04xbh,1908
b'Mordecai Kaplan',/m/056d_,1881
b'Hazrat Babajan',/m/0cpsbj,1806
b'Meher Baba',/m/057p_,1894
b'Upasni Maharaj',/m/0cprqc,1870
b'Oswald Spengler',/m/05nj0,1880
b'Taha Hussein',/m/05n4mk,1889
b'Peter Singer',/m/05xnb,1946
b'Paul Val\xc3\xa9ry',/m/05vy1,1871
b'Pope John Paul II',/m/05yfx,1920
b'Josef Pieper',/m/0770h_,1904
b'Pherecydes of Syros',/m/03g3d3,-564
b'Thales',/m/07dl6,-622
b'Robert Anton Wilson',/m/06hgj,1932
b'Poul Martin M\xc3\xb8ller',/m/0193t0,1794
b'Robert M. Pirsig',/m/06hkh,1928
b'Friedrich Adolf Trendelenburg',/m/04q1q6,1802
b'\xc3\x89tienne Gilson',/m/044g6w,1884
b'Olaf Stapledon',/m/0ph77,1886
b'Umberto Eco',/m/07vw5,1932
b'Ted Nelson',/m/07rrt,1937
b'Khwaja Shamsuddin Azeemi',/m/0264nkt,1927
b'Vladimir Vernadsky',/m/07zsx,1863
b'Himerius',/m/05cdm7,0315
b'Zeno of Citium',/m/09863,-332
b'Christian Jakob Kraus',/m/0ckcm9,1753
b'Joshua Knobe',/m/043qvvf,1753
b'Crates of Thebes',/m/0krkh,-364
b'Richard H\xc3\xb6nigswald',/m/09hz57,1875
b'Aron Gurwitsch',/m/066v4x,1901
b'John Austin',/m/03r2d0,1790
b'Joseph Raz',/m/07c37_,1939
b'Oksana Zabuzhko',/m/027s_gd,1960
b'Susan Haack',/m/01vmpn,1945
b'Richard Taylor',/m/05y7f05,1919
b'Fethullah G\xc3\xbclen',/m/04pl6c,1941
b'Ernest Lepore',/m/02rc14f,1950
b'Bernard Gert',/m/03t2dq,1934
b'Clitomachus',/m/06h032,-186
b'Lon L. Fuller',/m/0209h5,1902
b'Brian Barry',/m/06q4kd,1936
b'Luciano Floridi',/m/0c6g6s,1964
b'Kurt Singer',/m/0dttqg,1886
b'Diogenes Allen',/m/05x_nj4,1932
b'Fran\xc3\xa7ois Picavet',/m/0b5j3b,1851
b'Fred Feldman',/m/05x_yml,1941
b'Richard Popkin',/m/04hlxr,1923
b'Ernst Bloch',/m/02r76r,1885
b'Graham Harman',/m/08fzjv,1968
b'Ibn Yunus',/m/03xxhv,0950
"b""Ch'ien Mu""",/m/03nnc3d,1895
b'Chris Harman',/m/02vk95,1942
b'H\xc3\xa9ctor-Neri Casta\xc3\xb1eda',/m/0kt7yn,1924
b'Pierre Hadot',/m/05vdbw9,1922
b'Paolo Virno',/m/04jb0c0,1952
b'Norman Malcolm',/m/032wb9,1911
b'Norbert Bolz',/m/06w9xrt,1953
b'Peter Ludlow',/m/08ht64,1957
b'Jason Stanley',/m/0kt8pp,1969
b'Ramchandra Gandhi',/m/02z69ms,1937
b'Nicholas Wolterstorff',/m/0419d0,1932
b'Kendall Walton',/m/06dty2,1939
b'Todd May',/m/03d6htc,1955
b'Muhammad Iqbal',/m/01y58x,1877
b'Stephen David Ross',/m/02qcmrd,1935
b'Franz Rosenzweig',/m/01hk6q,1886
b'Alain de Benoist',/m/02_r4k,1943
b'Bernard Bosanquet',/m/05wj_3m,1848
b'Cornel West',/m/02szmg,1953
b'Ali Shariati',/m/014_yc,1933
b'Helena Blavatsky',/m/016hbf,1831
b'John Searle',/m/012ssr,1932
b'John Cage',/m/0hgqq,1912
b'John McMurtry',/m/01tnn7,1939
b'Jean Vanier',/m/02vznn,1928
b'Judea Pearl',/m/033w0f,1936
b'Langdon Winner',/m/01q5c5,1944
b'Paul Kurtz',/m/01t5wz,1925
b'Ramakrishna',/m/026m9d,1836
b'Zygmunt Bauman',/m/0313tv,1925
b'William Lane Craig',/m/01tpjh,1949
b'Christian Thomasius',/m/01926f,1655
b'Peter Lamborn Wilson',/m/0188lg,1945
b'Philippe Descola',/m/04053hc,1949
b'Claude Lefort',/m/07xsdp,1924
b'Laurence A. Rickels',/m/03hn44b,1954
b'Hermann Heller',/m/06s79c,1891
b'John Haugeland',/m/01xw_6,1945
b'Jakob Friedrich Fries',/m/018fvk,1773
b'Friedrich Eduard Beneke',/m/018ftg,1798
b'George Boolos',/m/01y0tp,1940
b'Herbert Blumer',/m/05gqhm,1900
b'Jerzy Prokopiuk',/m/0gk95f,1931
b'Costanzo Preve',/m/0dm0q8,1943
b'Eugene Kamenka',/m/08x447,1928
b'John Passmore',/m/028950f,1914
b'Edgar Morin',/m/08nqnm,1921
b'Pavel Florensky',/m/086p39,1882
b'Arda Denkel',/m/0641mj9,1949
b'Shahab al-Din Yahya ibn Habash Suhrawardi',/m/03vjcd,1155
b'Ernest Sosa',/m/0brqns,1940
b'Isaac Israeli ben Solomon',/m/046bqg,0832
b'Christian von Ehrenfels',/m/03ks6s,1859
b'Paul Virilio',/m/02xccx,1932
b'Emil du Bois-Reymond',/m/01l6f0,1818
b'William A. Earle',/m/0dqxxp,1919
b'Peter Suber',/m/01zs6q,1951
b'Ghulam Ali Dihlawi',/m/0cmc6ws,1743
b'Roy Bhaskar',/m/02zhkm,1944
b'Giovanni Botero',/m/05zf5b,1544
b'Fazal Ali Qureshi',/m/0ch34v_,1544
b'Georg Bernhard Bilfinger',/m/06_d9g,1693
b'Greg Bahnsen',/m/07js6_,1948
b'John Frame',/m/03_cdw,1939
b'Kam\xc4\x81l al-D\xc4\xabn al-F\xc4\x81ris\xc4\xab',/m/05sfk0,1267
b'Avital Ronell',/m/05z_ym,1952
b'Richard Jeffrey',/m/0bvlrv,1926
b'Yamazaki Ansai',/m/075j34,1619
b'Qalandar Baba Auliya',/m/026_mg_,1898
b'Hastings Rashdall',/m/05xd41c,1858
b'Peter Winch',/m/05y3b2z,1926
b'Eugen Relgis',/m/0gh8wl3,1895
b'Avempace',/m/02ms38,1080
b'Ronald Dworkin',/m/01rbsv,1931
b'Jeremy Waldron',/m/05zk3z,1953
b'George Dickie',/m/06z_g7,1926
b'Robert S. Corrington',/m/02q7fh6,1950
b'Zaki al-Arsuzi',/m/056508,1900
b'Morris Raphael Cohen',/m/036b2v,1880
b'John Rawls',/m/0x3r3,1921
b'Pierre Bourdieu',/m/0rls8,1930
b'Claude Adrien Helv\xc3\xa9tius',/m/01bwl8,1715
b'Ray Brassier',/m/03hkn8t,1965
b'Giorgio Agamben',/m/01vr7x,1942
b'Clinomachus',/m/03h4nt7,1942
b'Edouard Schure',/m/05qdf5x,1841
b'Richard Tarnas',/m/0bt2p6,1950
b'Ivo Urban\xc4\x8di\xc4\x8d',/m/04jnb18,1930
b'Jo\xc5\xbee Pu\xc4\x8dnik',/m/02vyht2,1932
b'Henri Bourassa',/m/01kp0x,1868
b'Northrop Frye',/m/0myp_,1912
b'Anthony John Patrick Kenny',/m/01s3b_,1931
b'Barry Stroud',/m/03cx883,1935
b'Alexandre Koj\xc3\xa8ve',/m/039tyk,1902
b'Alexander Bogdanov',/m/060dx2,1873
b'Alcmaeon of Croton',/m/06ppv8,-600
b'Isaiah Berlin',/m/014nx0,1909
b'G. E. M. Anscombe',/m/02tc9g,1919
b'Hans Sluga',/m/056jjf,1939
b'Harold Innis',/m/0184tt,1894
b'Colin McGinn',/m/02yrjh,1950
b'Hippasus',/m/03q0l5,-600
b'Asclepiodotus of Alexandria',/m/03d1x7k,0500
b'Damascius',/m/014_q_,0500
b'John Gray',/m/041ydw,1948
b'John McDowell',/m/01f2rc,1942
b'Jean Baudrillard',/m/01hmpq,1929
b'Gila Sher',/m/02rhl9k,1929
b'John Etchemendy',/m/0dpsxx,1952
b'Maurice Blanchot',/m/01m29m,1907
b'Lucien Goldmann',/m/063l0j,1913
b'Keith Lehrer',/m/06zkby,1936
b'Luce Irigaray',/m/02wjfw,1930
b'Marinus of Neapolis',/m/01_b_7,0440
b'Keith DeRose',/m/02qdjpg,1962
b'Roderick T. Long',/m/06rr91,1964
b'Samuel von Pufendorf',/m/01926v,1632
b'Peter Hacker',/m/0dhvs7,1939
b'Stephen Toulmin',/m/0592mp,1922
b'Victor Cousin',/m/017lcv,1792
b'Paul Tillich',/m/025hnq,1886
b'J. M. E. McTaggart',/m/03c3_v,1866
b'Philolaus',/m/01k73v,-469
b'Ghulam Bhik Nairang',/m/026q5qq,1876
b'Peter Wessel Zapffe',/m/065xs,1899
b'Kurt Grelling',/m/05bp_p,1886
b'Walter J. Ong',/m/04btzp,1912
b'Hans Reichenbach',/m/059cpt,1891
b'William L. Rowe',/m/02qpts6,1931
b'George Croom Robertson',/m/01l6cy,1842
b'Zechariah Chafee',/m/05vq17y,1885
b'Max Frisch',/m/01spn2,1911
b'Edgar Quinet',/m/01s8yk,1803
b'Michael Dummett',/m/01s3d2,1925
b'John Toland',/m/01l8wn,1670
b'Tyler Burge',/m/0b9p5k,1946
b'David Pearce',/m/01lmjr,1946
b'Nick Bostrom',/m/024r3r,1973
b'Mohsen Kadivar',/m/03fdzl,1959
b'Metrocles',/m/03pfkf,-400
b'J\xc4\x81bir ibn Hayy\xc4\x81n',/m/0g_ks,0721
b'Richard Boyd',/m/0d58kr,1942
b'Socrates',/m/06mrq,-469
b'Voltaire',/m/07ym0,1694
b'Cicero',/m/01tf5,-106
b'\xc3\x89mile Armand',/m/05d5kj,1872
b'James Hutchison Stirling',/m/04lhff,1820
b'Odo Marquard',/m/05y431s,1928
b'Haji Dost Muhammad Qandhari',/m/09gjkl0,1928
b'Muhammad Hamidullah',/m/05yfqc7,1908
b'Arthur Prior',/m/05w44s2,1914
b'Kit Fine',/m/0b3dmq,1946
b'Jacques Maritain',/m/02t88h,1882
b'Diogenes La\xc3\xabrtius',/m/0krmh,0180
b'Michael Hardt',/m/02pyjw,1960
b'Georg Anton Friedrich Ast',/m/05hbxv,1778
b'Peter Achinstein',/m/049_lx,1935
b'Imre Lakatos',/m/09l2q,1922
b'Abdolkarim Soroush',/m/04mjx0,1945
b'Gayatri Chakravorty Spivak',/m/01t23c,1942
b'Edwin Arthur Burtt',/m/076mwy,1892
b'B. W. Powe',/m/0fkb9r,1955
b'Andr\xc3\xa9 Glucksmann',/m/06fb43,1937
b'Anders Chydenius',/m/030cqw,1729
b'David Ray Griffin',/m/05zjkz,1939
b'Morteza Motahhari',/m/05_n9f,1919
b'J. P. Moreland',/m/05t65j,1948
b'R. Radhakrishnan',/m/09gkygn,1949
b'Ion Heliade R\xc4\x83dulescu',/m/093130,1802
b'Charles Hartshorne',/m/02svrd,1897
b'Gajanan Maharaj',/m/05qhyz,1897
b'Pierre Charron',/m/01sjky,1541
b'Roberto Mangabeira Unger',/m/056xnr,1947
b'Raymond Williams',/m/016ff8,1921
b'Svetozar Markovi\xc4\x87',/m/04y51l,1846
b'Israr Ahmed',/m/07s3fm,1932
b'Hunayn ibn Ishaq',/m/0462f6,0808
b'Peter van Inwagen',/m/05mn7z,1942
b'Muhammad ibn al-Habib',/m/0d60pg,1876
b'Sam Harris',/m/079fgp,1967
b'Juli\xc3\xa1n Mar\xc3\xadas',/m/09k0p4,1914
b'John F. X. Knasas',/m/0bqgql,1948
b'Alexander Nehamas',/m/04crlg,1946
b'Mary Daly',/m/032q5v,1928
b'John Finnis',/m/06dlgw,1940
b'Alex Callinicos',/m/0278g0,1950
b'John Perry',/m/07th7w,1943
b'Chris Bateman',/m/090yzw,1972
b'Keith Ward',/m/0bmm5j,1938
b'Hamid Dabashi',/m/08x12g,1951
b'Seyla Benhabib',/m/0bgwxt,1950
b'Timothy Sprigge',/m/02r4v1,1932
b'Olavo de Carvalho',/m/022kp6,1947
b'Walter Charleton',/m/03xsmt,1619
b'Brand Blanshard',/m/02qxnk,1892
b'Sibawayh',/m/03p08g,0760
b'Eugen D\xc3\xbchring',/m/042t1y,1833
b'Michael Otsuka',/m/0b1jdy,1964
b'Michel Henry',/m/05hr60,1922
b'Sufyan al-Thawri',/m/0d6z20,0716
b'I. A. Richards',/m/028ws7,1893
b'Kenneth E. Boulding',/m/0322cj,1910
b'Wolfgang Smith',/m/02rxdfx,1930
b'Christine Korsgaard',/m/01bqsn,1952
b'Stanis\xc5\x82aw Le\xc5\x9bniewski',/m/026lh8,1886
b'Mark Bevir',/m/0279f24,1963
b'Charles Sanders Peirce',/m/01ty4,1839
b'Susanne Katherina Langer',/m/0771w3,1895
b'Richard Cumberland',/m/02mzdw,1631
b'Wilbur Marshall Urban',/m/02vx_jf,1873
b'Eubulides',/m/02pvg,-500
b'Bell Hooks',/m/01cj42,1952
b'Fakhr ad-Din ar-Razi',/m/01w6t8,1149
b'Iamblichus',/m/036n69,0250
b'Aedesius',/m/0_r4,0250
b'Speusippus',/m/02whph,-407
b'Xenocrates',/m/0172r1,-395
b'Syed Ahmad Khan',/m/02g7z5,1817
b'Walter Benjamin',/m/01h2_6,1892
b'Florian Znaniecki',/m/042ng8,1882
b'Jin Yuelin',/m/0dnx5t,1895
b'Hao Wang',/m/0424j5,1921
b'Norman O. Brown',/m/04x9n7,1913
b'R. M. Hare',/m/01kblf,1919
b'Albert of Saxony',/m/03hd6x,1316
b'John Lachs',/m/05xvc__,1934
b'Daniel Ross',/m/0h1pwy,1970
b'Jos\xc3\xa9 Gaos',/m/09f2t6,1900
b'Thomas Pangle',/m/08kbhg,1944
b'Tara Smith',/m/0b49cd,1961
b'Ignacio Ellacur\xc3\xada',/m/02sgkx,1930
b'James Franklin',/m/02qltkl,1953
b'Keith Donnellan',/m/0byc9d,1931
b'Chantal Mouffe',/m/02xrbf,1943
b'Ullin Place',/m/0c04ph,1924
b'Helen Longino',/m/0dh3jf,1944
b'Philipp Mainl\xc3\xa4nder',/m/02y5yw,1841
b'Al-Ghazali',/m/012prf,1058
b'Vladimir Lossky',/m/09ypp7,1903
b'Alexandru Dimitrie Xenopol',/m/09qwv6,1847
b'Nahum Norbert Glatzer',/m/0gkwn1,1903
b'Mihai Ralea',/m/0wqxy66,1896
b'B. F. Skinner',/m/01jv4,1904
b'A.J. Ayer',/m/0w2w,1910
b'Alan Turing',/m/0n00,1912
b'Nicarete of Megara',/m/03m5qqz,1912
b'Albert Schweitzer',/m/05vwxf7,1875
b'Avicenna',/m/0m93,0980
b'Abraham Joshua Heschel',/m/011qh,1907
b'Alain de Lille',/m/0q60,1120
b'Amalric of Bena',/m/0ryy,1200
b'Theodorus the Atheist',/m/03cjtjh,-339
b'Ammonius Hermiae',/m/0skf,0440
b'Anaximander',/m/0mm8,-609
b'Anaximenes of Miletus',/m/0sst,-585
b'C. D. Broad',/m/05wvm8h,1887
b'Daniel Dennett',/m/02fc2,1942
b'Eric Hoffer',/m/02lzx,1902
b'Robert Nozick',/m/06k0y,1938
b'Charles Malik',/m/0h2vxk,1906
b'Ervin L\xc3\xa1szl\xc3\xb3',/m/077pvj,1932
b'F. S. C. Northrop',/m/09035_,1893
b'Isabelle Stengers',/m/027t2kg,1949
b'Jules Vuillemin',/m/03hp457,1920
b'Paul Weiss',/m/05y90yc,1901
b'Thomas Jay Oord',/m/0b1rdg,1965
b'Emil Cioran',/m/01l8_n,1911
b'Carl Friedrich von Weizs\xc3\xa4cker',/m/04rl4x,1912
b'Dagfinn F\xc3\xb8llesdal',/m/0f934y,1932
b'Boetius of Dacia',/m/0bdh31,1300
b'Edward Westermarck',/m/05wm9_b,1862
b'\xc3\x89tienne Souriau',/m/06zl5yn,1892
b'Louis Rougier',/m/0g1vg0,1889
b'Jean-Fran\xc3\xa7ois Lyotard',/m/01k3dv,1924
b'Jyotirao Phule',/m/030jtz,1827
b'Moncure D. Conway',/m/01h39m,1832
b'Jiva Goswami',/m/098xl_,1511
b'Nancey Murphy',/m/0cpz00,1511
b'Gilbert Harman',/m/05mdm2,1938
b'Hipparchia of Maroneia',/m/0cg0d2,-0349
b'John Selden',/m/01c0ss,1584
b'William Thompson',/m/05kd5z,1775
b'Gerardus Heymans',/m/01cwy0,1857
b'Randall Collins',/m/0c0zs7,1941
b'Mario Bunge',/m/01ckmh,1919
b'\xc3\x89mile Littr\xc3\xa9',/m/01cd1v,1801
b'Harriet Martineau',/m/01fbhx,1802
b'Siger of Brabant',/m/01bwwr,1240
b'Sri Aurobindo',/m/01gwlg,1872
b'Pierre Leroux',/m/01f3pm,1797
b'Mozi',/m/01by94,-469
b'Harry Frankfurt',/m/04rxxy,1929
b'Susan R. Wolf',/m/019ts_,1952
b'Nicholas Roerich',/m/01fpf6,1874
b'P. D. Ouspensky',/m/01fjj4,1878
b'Petar II Petrovi\xc4\x87-Njego\xc5\xa1',/m/01hlpc,1813
b'Grace Ji-Sun Kim',/m/0h680xz,1969
b'Ernst Mally',/m/0644qk,1879
b'Edward N. Zalta',/m/07lr3z,1952
b'David Malet Armstrong',/m/06mn3v,1926
b'John Elof Boodin',/m/067m79,1869
b'Jaegwon Kim',/m/07dkzy,1934
b'Al-Dhahabi',/m/063cnf,1274
b'Harold Arthur Prichard',/m/06r3tg,1871
b'H. H. Price',/m/086z4h,1899
b'George H. Smith',/m/05v3k3,1949
b'Patrick Suppes',/m/0cps10,1922
b'Larry Laudan',/m/026r115,1941
b'Ibn Rajab',/m/0ckcfr,1335
b'Tzvetan Todorov',/m/05xb11l,1939
b'David Abram',/m/03crhvv,1957
b'Eugene Gendlin',/m/060wmv,1926
b'Peter D. Klein',/m/04stz6,1940
b'Dean Zimmerman',/m/05sy02k,1940
b'Anniceris',/m/07r3vt,-400
b'Jacques Bouveresse',/m/025zjj4,1940
b'Freya Mathews',/m/05xrtv2,1949
"b""Abd al-Rahim ibn al-Husain al-'Iraqi""",/m/0c26rk,1325
b'R. A. W. Rhodes',/m/0by0lp_,1944
b'Terence Parsons',/m/025vyxy,1939
b'Hans Joas',/m/0g5dlb,1948
b'Angela Davis',/m/0cz_y,1944
b'Carlo Penco',/m/0bd2cq,1948
b'Timothy Williamson',/m/08nh_k,1955
b'John Hawthorne',/m/02pl9qb,1955
b'Nur ad-Din al-Bitruji',/m/086mb7,1200
b'Kenneth Binmore',/m/09rhsl,1940
b'Alexander Piatigorsky',/m/0b81xv,1929
b'Amartya Sen',/m/0djqc,1933
b'Antonio Gramsci',/m/0fkyd,1891
b'Bob Black',/m/0ffzr,1951
b'Kuno Fischer',/m/01b5j7,1824
b'Gottlob Frege',/m/0cz35,1848
b'Emmanuel Levinas',/m/0mj3d,1906
b'Dayananda Saraswati',/m/0cdf6,1824
b'Jean Piaget',/m/0nkt0,1896
b'Jeremy Bentham',/m/0cgwf,1748
b'Paul Feyerabend',/m/0g7kc,1924
b'Rudolf Carnap',/m/0fx12,1891
b'Saul Kripke',/m/0cwlg,1940
b'Nikos Kazantzakis',/m/0dkjj,1883
b'Raymond Smullyan',/m/0fmgf,1919
b'Sarvepalli Radhakrishnan',/m/0cdc_,1888
b'Muhammad ibn Zakariya al-Razi',/m/0kfmt,0864
b'Robert Grosseteste',/m/0nfsf,1175
"b""Pietro d'Abano""",/m/0kzf8,1250
b'W. E. B. Du Bois',/m/0mddq,1868
b'Richard Rorty',/m/01d494,1931
b'George Trumbull Ladd',/m/074p1v,1842
b'Antisthenes',/m/0p765,-443
b'Francisco Varela',/m/0k6q5,1946
b'Auberon Herbert',/m/027yvp,1838
b'Carlos Vaz Ferreira',/m/02r5t9d,1872
b'Sphaerus',/m/03c1ryc,-0284
b'Sachal Sarmast',/m/09d2z6,1739
"b""Muhammad Husayn Tabataba'i""",/m/050hw4,1892
b'Daisaku Ikeda',/m/02qg44,1928
b'Judith Jarvis Thomson',/m/06r376,1929
b'Charles Secr\xc3\xa9tan',/m/037n4p,1815
b'Michael J. Sandel',/m/02s4tw,1953
b'Henry Corbin',/m/05x14p_,1903
b'Lucian Blaga',/m/02rrmy,1895
b'Hermann Cohen',/m/02mnz5,1842
b'Hayden White',/m/04dfr2,1928
b'Walter of Bruges',/m/04yffp8,1928
b'Matthew of Aquasparta',/m/02pjsvg,1240
b'Brian J. Mistler',/m/0267_dt,1240
b'Marcel Gauchet',/m/05vfl6f,1946
b'Yin Haiguang',/m/0_1lq2b,1919
b'Yi Hwang',/m/01y8hx,1501
b'Edward Abbey',/m/01_wkb,1927
b'Robert Audi',/m/0cp500,1941
b'\xc4\xbdudov\xc3\xadt \xc5\xa0t\xc3\xbar',/m/01yyzl,1815
b'Jos\xc3\xa9 Ingenieros',/m/0cr6by,1877
b'Al-Ma\xca\xbfarri',/m/06c81y,0973
b'Allan Gotthelf',/m/0274p57,1942
b'Sean Dorrance Kelly',/m/0gds1lv,1942
b'Gonzalo Arango',/m/0502vn,1931
b'Elisabeth Lloyd',/m/02773xc,1956
b'Gala Galaction',/m/0cqb8t,1879
b'Mar\xc3\xada Zambrano',/m/026z7xj,1904
b'J. David Velleman',/m/03c9w8s,1952
b'John William Miller',/m/027qq0r,1895
b'Semyon Frank',/m/027dxvc,1877
b'\xc3\x81gnes Heller',/m/06s96n,1929
b'Stephen Yablo',/m/047lyk_,1957
b'Theophrastus',/m/0p7fb,-370
b'Plotinus',/m/09kw9,0203
b'Confucius',/m/01rll,-549
b'Georges Ivanovitch Gurdjieff',/m/01whq3q,1866
b'Mencius',/m/01b_fn,-371
b'Shibli Nomani',/m/05lsw2,1857
b'Miguel de Unamuno',/m/017cgg,1864
"b'Oliver Wendell Holmes, Jr.'",/m/02knb_,1841
b'Boethius',/m/01bt14,0480
b'Robert Cummings Neville',/m/02r67sf,1939
b'Simon Blackburn',/m/028xtj,1944
b'Gordon Clark',/m/03z40r,1902
b'Polemon',/m/02pqkyp,-400
b'Porphyry',/m/03clpz,0233
b'Diogenes of Sinope',/m/01j107,-410
b'Charles Blount',/m/08bkvk,1654
b'Hierocles of Alexandria',/m/0ksrk,0500
b'George Grant',/m/02nb6t,1918
b'Gareth Evans',/m/0396px,1946
b'Saadi Shirazi',/m/025xvp9,1203
b'Zhuang Zhou',/m/0164zy,-364
b'Crantor',/m/016_s1,-400
b'Lawrence Kohlberg',/m/0169yd,1927
b'Gershom Carmichael',/m/01d2mn,1672
b'Michael Oakeshott',/m/022j_j,1901
b'Dariush Shayegan',/m/04dmhm,1935
"b""Abul A'la Maududi""",/m/03ymgq,1903
b'Sayyid Qutb',/m/02v15j,1906
b'John P. Burgess',/m/080b7c9,1948
b'James F. Conant',/m/08w834,1958
b'Abdullah Yusuf Azzam',/m/03xcfc,1941
b'Laurence BonJour',/m/05f2q7,1943
"b'Anthony Ashley-Cooper, 3rd Earl of Shaftesbury'",/m/02rpkj,1671
b'William Christian',/m/09dj64,1945
b'Peter K. Unger',/m/046h74,1942
b'Helena Roerich',/m/041mry,1879
b'Ata ibn Abi Rabah',/m/0h25f0,1879
b'Ibn Jurayj',/m/0h1vfb,1879
b'Sandra Laugier',/m/02rs23y,1961
b'Edward John Carnell',/m/07kfmr,1919
b'Stephen Neale',/m/0b8n7z,1958
b'Ibn Hajar Al-Asqalani',/m/08sl4n,1372
b'Laozi',/m/0h9wp,-603
b'Eusebius',/m/02rv0,0265
b'George Campbell',/m/08js7h,1719
b'Ahmad Sirhindi',/m/07fl2y,1562
b'Dan Goldstick',/m/056cvn,1562
b'Tajuddin Muhammad Badruddin',/m/03d5h8j,1861
